,total_singscore,p_value
Bile Acid and Bile Salt Metabolism,-0.0019953147557952855,0.5185481451854814
C-type Lectin Receptors (CLRs),0.19929398976005963,9.999000099990002e-05
CD209 (DC-SIGN) Signaling,0.18796243364638632,0.0013998600139986002
CD28 Co-Stimulation,0.15030374835498006,0.0010998900109989002
CD28 Dependent PI3K Akt Signaling,0.16455369605892312,0.0037996200379962005
CD28 Dependent Vav1 Pathway,0.0714003864261028,0.19858014198580143
COPI-dependent Golgi-to-ER Retrograde Traffic,0.1162816215225756,9.999000099990002e-05
COPI-independent Golgi-to-ER Retrograde Traffic,0.17584134344633573,9.999000099990002e-05
COPI-mediated Anterograde Transport,0.2170934363599587,9.999000099990002e-05
CRMPs in Sema3A Signaling,0.14596040008164923,0.023497650234976502
CTLA4 Inhibitory Signaling,0.1945283789301756,0.000999900009999
Carboxyterminal Post-Translational Modifications of Tubulin,0.03880519801560767,0.1962803719628037
Cell Cycle,0.18298779061964598,9.999000099990002e-05
"Cell Cycle, Mitotic",0.1884735584349989,9.999000099990002e-05
Cell Surface Interactions at the Vascular Wall,0.021671702626011036,0.18398160183981602
Cell-Cell Communication,0.09008607406604352,9.999000099990002e-05
Cellular Responses to Mechanical Stimuli,0.19288743288743282,9.999000099990002e-05
Cellular Responses to Stimuli,0.23434627858839696,9.999000099990002e-05
Cellular Responses to Stress,0.24169151763153818,9.999000099990002e-05
Centrosome Maturation,0.2121474621367172,9.999000099990002e-05
Chaperonin-mediated Protein Folding,0.12277906215007728,9.999000099990002e-05
Cilium Assembly,0.18084013806414023,9.999000099990002e-05
Class A 1 (Rhodopsin-like Receptors),-0.19314810351250083,1.0
Constitutive Signaling by Aberrant PI3K in Cancer,-0.01569618353929675,0.679032096790321
Constitutive Signaling by Overexpressed ERBB2,0.3261747232725639,9.999000099990002e-05
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,0.1258877995642702,0.009099090090990901
Costimulation by the CD28 Family,0.09260752609629774,0.0057994200579942
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
DAP12 Interactions,0.0710758071107479,0.061693830616938304
DAP12 Signaling,0.1389149079722628,0.0046995300469953
DCC Mediated Attractive Signaling,0.14367068675935435,0.030596940305969402
Dectin-2 Family,-0.07798986985477241,0.8675132486751325
Deubiquitination,0.22129354375040833,9.999000099990002e-05
Developmental Biology,0.14714131426418042,9.999000099990002e-05
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.19817275041650906,9.999000099990002e-05
Disorders of Transmembrane Transporters,0.13816793766100055,9.999000099990002e-05
Downregulation of ERBB2 Signaling,0.1803629556489269,0.00039996000399960006
Downregulation of ERBB2 ERBB3 Signaling,0.2746097638329339,9.999000099990002e-05
Drug ADME,-0.06366921254573199,0.9732026797320268
EML4 and NUDC in Mitotic Spindle Formation,0.13354021671985528,9.999000099990002e-05
EPH-Ephrin Signaling,0.17030940030940034,9.999000099990002e-05
EPH-ephrin Mediated Repulsion of Cells,0.11093335580419983,0.0037996200379962005
EPHA-mediated Growth Cone Collapse,0.035555276763102994,0.2602739726027397
EPHB-mediated Forward Signaling,0.20063066358727677,9.999000099990002e-05
ER to Golgi Anterograde Transport,0.22690186990461925,9.999000099990002e-05
ERBB2 Activates PTK6 Signaling,-0.042688115656234205,0.7015298470152985
ERBB2 Regulates Cell Motility,0.029332516840171463,0.34756524347565243
Ephrin Signaling,0.1094507049921063,0.05399460053994601
FCGR Activation,-0.13252808827289075,0.9905009499050095
FCGR3A-mediated IL10 Synthesis,-0.0053600520830057174,0.5549445055494451
FCGR3A-mediated Phagocytosis,0.0885661606933501,0.0036996300369963003
FLT3 Signaling,0.1849406840900879,9.999000099990002e-05
FLT3 Signaling Through SRC Family Kinases,-0.11117912721732509,0.81991800819918
Factors Involved in Megakaryocyte Development and Platelet Production,0.10778754521052225,9.999000099990002e-05
Fc Epsilon Receptor (FCERI) Signaling,0.19126141979739153,9.999000099990002e-05
Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.14285694004281002,9.999000099990002e-05
Formation of Tubulin Folding Intermediates by CCT TriC,0.1224474033249231,0.0211978802119788
G Alpha (I) Signalling Events,-0.06407322211802502,0.9998000199980002
G Alpha (Q) Signalling Events,-0.05997927590331403,0.9978002199780022
G Alpha (S) Signalling Events,-0.056454314656232574,0.9842015798420158
G2 M Transition,0.19602936475316257,9.999000099990002e-05
GPCR Downstream Signalling,-0.05106518844881225,1.0
GPCR Ligand Binding,-0.1851065648506952,1.0
GPVI-mediated Activation Cascade,0.1538650106226508,0.0006999300069993001
GRB2 Events in ERBB2 Signaling,0.005733546991099847,0.47115288471152883
GRB7 Events in ERBB2 Signaling,0.12091001836359927,0.17938206179382063
Gap Junction Assembly,-0.06274270167016455,0.8683131686831317
Gap Junction Trafficking,0.06240136675718744,0.09809019098090191
Gap Junction Trafficking and Regulation,0.06782125152849683,0.0755924407559244
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
Golgi-to-ER Retrograde Transport,0.1530323364648225,9.999000099990002e-05
HCMV Early Events,0.19882962319315411,9.999000099990002e-05
HCMV Infection,0.19692024324805713,9.999000099990002e-05
HIV Infection,0.22011909383842165,9.999000099990002e-05
HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand,0.19102195029857882,9.999000099990002e-05
Hedgehog 'Off' State,0.21159520835040013,9.999000099990002e-05
Hemostasis,0.07726984176978247,9.999000099990002e-05
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.15996737130757743,9.999000099990002e-05
Host Interactions of HIV Factors,0.2595917215641945,9.999000099990002e-05
Infectious Disease,0.21163015849336175,9.999000099990002e-05
Innate Immune System,0.12484469968592782,9.999000099990002e-05
Interferon Signaling,0.17076342413299428,9.999000099990002e-05
Interleukin-1 Family Signaling,0.18874234870953488,9.999000099990002e-05
Interleukin-1 Signaling,0.21653944715269535,9.999000099990002e-05
Interleukin-17 Signaling,0.25588848991851054,9.999000099990002e-05
"Interleukin-3, Interleukin-5 and GM-CSF Signaling",0.12721983786361468,0.0017998200179982
Interleukin-4 and Interleukin-13 Signaling,0.07720083763414431,0.0034996500349965005
Intra-Golgi and Retrograde Golgi-to-ER Traffic,0.1745529589672421,9.999000099990002e-05
Intracellular Signaling by Second Messengers,0.1632766073462849,9.999000099990002e-05
Intraflagellar Transport,0.16019044059306398,0.00029997000299970003
JNK (c-Jun Kinases) Phosphorylation and Activation Mediated by Activated Human TAK1,0.2505884143625078,9.999000099990002e-05
Kinesins,0.013530506256645092,0.36646335366463356
L1CAM Interactions,0.10579207019634906,9.999000099990002e-05
Leishmania Infection,0.10712910426225997,9.999000099990002e-05
Leishmania Parasite Growth and Survival,0.02941088884091103,0.16948305169483052
Leishmania Phagocytosis,0.0885661606933501,0.0036996300369963003
Loss of Nlp From Mitotic Centrosomes,0.22337875498779824,9.999000099990002e-05
Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome,0.22337875498779824,9.999000099990002e-05
M Phase,0.20971434387958565,9.999000099990002e-05
M-decay Degradation of Maternal mRNAs by Maternally Stored Factors,0.2995647731916632,9.999000099990002e-05
MAP Kinase Activation,0.2628118099341562,9.999000099990002e-05
MAPK Family Signaling Cascades,0.1236884250231528,9.999000099990002e-05
MAPK1 MAPK3 Signaling,0.11389811174246356,9.999000099990002e-05
MHC Class II Antigen Presentation,0.17364185385582342,9.999000099990002e-05
MITF-M-regulated Melanocyte Development,0.21143080508911782,9.999000099990002e-05
Macroautophagy,0.21696757393365163,9.999000099990002e-05
Maternal to Zygotic Transition (MZT),0.23370038888126954,9.999000099990002e-05
Membrane Trafficking,0.19295284757341602,9.999000099990002e-05
Metabolism of Lipids,0.0921825315820286,9.999000099990002e-05
Metabolism of Steroids,0.08870545039055266,9.999000099990002e-05
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,0.0038785008573528623,0.48095190480951905
Mitotic Anaphase,0.1989606868332069,9.999000099990002e-05
Mitotic G2-G2 M Phases,0.19191832501599027,9.999000099990002e-05
Mitotic Metaphase and Anaphase,0.1978399838682171,9.999000099990002e-05
Mitotic Prometaphase,0.16945823514440794,9.999000099990002e-05
MyD88 Cascade Initiated on Plasma Membrane,0.23014991913220484,9.999000099990002e-05
MyD88 Dependent Cascade Initiated on Endosome,0.21002785743547725,9.999000099990002e-05
MyD88-independent TLR4 Cascade,0.22148973563461827,9.999000099990002e-05
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,0.19254230444007225,9.999000099990002e-05
NCAM Signaling for Neurite Out-Growth,0.1240550257170756,0.0008999100089991
NOD1 2 Signaling Pathway,0.18530662925735253,9.999000099990002e-05
NTRK2 Activates RAC1,0.21667822893287092,0.0504949505049495
Nef and Signal Transduction,0.05607705493429105,0.29357064293570645
Negative Regulation of the PI3K AKT Network,0.05279253633026448,0.031796820317968204
Nephrin Family Interactions,0.1876790162346943,0.0012998700129987
Nervous System Development,0.1925233579293122,9.999000099990002e-05
Netrin-1 Signaling,0.08748899802537613,0.025697430256974303
Neuronal System,0.004966797803853007,0.3748625137486251
Neurotransmitter Receptors and Postsynaptic Signal Transmission,0.02363951295468869,0.13708629137086292
Neutrophil Degranulation,0.1479188413159238,9.999000099990002e-05
Nuclear Envelope (NE) Reassembly,0.19522476380136577,9.999000099990002e-05
Nuclear Receptor Transcription Pathway,0.09920999918240536,0.008599140085991401
"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.17547012466555278,9.999000099990002e-05
Organelle Biogenesis and Maintenance,0.1999855149618075,9.999000099990002e-05
Ovarian Tumor Domain Proteases,0.18292138827014004,9.999000099990002e-05
PECAM1 Interactions,0.14132446186083214,0.0446955304469553
PI3K Events in ERBB2 Signaling,0.0629388829917531,0.19508049195080493
PI3K AKT Signaling in Cancer,0.05615720516789702,0.027697230276972302
"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.0485716200967522,0.04939506049395061
PIP3 Activates AKT Signaling,0.16774760169738012,9.999000099990002e-05
PKR-mediated Signaling,0.1375524851624349,9.999000099990002e-05
Parasite Infection,0.0885661606933501,0.0036996300369963003
Parasitic Infection Pathways,0.10712910426225997,9.999000099990002e-05
Peptide Ligand-Binding Receptors,-0.2058357424923839,1.0
Platelet Adhesion to Exposed Collagen,0.052861128121385326,0.24567543245675433
"Platelet Activation, Signaling and Aggregation",0.12055811072093048,9.999000099990002e-05
Post NMDA Receptor Activation Events,0.10264811404406249,0.0008999100089991
Post-chaperonin Tubulin Folding Pathway,0.07943446304614132,0.10978902109789021
Post-translational Protein Modification,0.16855691801631933,9.999000099990002e-05
Potential Therapeutics for SARS,0.19154962050372426,9.999000099990002e-05
Prednisone ADME,-0.2302005114811187,0.9729027097290271
Prefoldin Mediated Transfer of Substrate to CCT TriC,0.1830189912191138,0.0007999200079992001
Protein Folding,0.1305959253152521,9.999000099990002e-05
RAF MAP Kinase Cascade,0.11281647126397043,9.999000099990002e-05
RHO GTPase Effectors,0.16758627073048238,9.999000099990002e-05
RHO GTPases Activate Formins,0.1577211987322985,9.999000099990002e-05
RHO GTPases Activate IQGAPs,0.1797238787680745,0.00029997000299970003
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
Recruitment of NuMA to Mitotic Centrosomes,0.1772820119804025,9.999000099990002e-05
Recruitment of Mitotic Centrosome Proteins and Complexes,0.2121474621367172,9.999000099990002e-05
Recycling of Bile Acids and Salts,-0.08627273041282918,0.8604139586041396
Recycling Pathway of L1,0.13840543091340118,0.0007999200079992001
Reelin Signalling Pathway,0.18762293409508268,0.07729227077292271
Regulation of KIT Signaling,0.07048409814648482,0.16848315168483152
Regulation of PLK1 Activity at G2 M Transition,0.2333232085862934,9.999000099990002e-05
Regulation of Signaling by CBL,0.1992757120370645,0.0006999300069993001
Resolution of Sister Chromatid Cohesion,0.13912874128741293,9.999000099990002e-05
Response of Endothelial Cells to Shear Stress,0.19288743288743282,9.999000099990002e-05
Role of LAT2 NTAL LAB on Calcium Mobilization,0.006027484196901023,0.46035396460353967
SARS-CoV Infections,0.2266806323163626,9.999000099990002e-05
SARS-CoV-2 Infection,0.2306510306603714,9.999000099990002e-05
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,0.21026208798248636,9.999000099990002e-05
SARS-CoV-2-host Interactions,0.24071875781228302,9.999000099990002e-05
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion,0.15166032938322294,0.0231976802319768
SHC1 Events in ERBB2 Signaling,0.0934390870482017,0.06359364063593641
SUMO E3 Ligases SUMOylate Target Proteins,0.2265945966130809,9.999000099990002e-05
SUMOylation,0.22791099597330022,9.999000099990002e-05
SUMOylation of Intracellular Receptors,0.22111288760255343,9.999000099990002e-05
Sealing of the Nuclear Envelope (NE) by ESCRT-III,0.08734988971489255,0.056694330566943306
Selective Autophagy,0.21129320162707577,9.999000099990002e-05
Sema3A PAK Dependent Axon Repulsion,0.19122029884869762,0.0027997200279972004
Sema4D in Semaphorin Signaling,0.24836471180810793,9.999000099990002e-05
Sema4D Induced Cell Migration and Growth-Cone Collapse,0.27541649652919564,9.999000099990002e-05
Semaphorin Interactions,0.20378226691884804,9.999000099990002e-05
Separation of Sister Chromatids,0.1857727508136381,9.999000099990002e-05
Signaling by CSF1 (M-CSF) in Myeloid Cells,0.23817320705436784,9.999000099990002e-05
Signaling by ERBB2,0.21948160261651672,9.999000099990002e-05
Signaling by ERBB2 ECD Mutants,0.28628949946925775,9.999000099990002e-05
Signaling by ERBB2 KD Mutants,0.1502283030426792,0.0053994600539946005
Signaling by ERBB2 TMD JMD Mutants,0.11628701256273943,0.030396960303969604
Signaling by ERBB2 in Cancer,0.16206973470900932,0.0023997600239976003
Signaling by GPCR,-0.0633273327792464,1.0
Signaling by Hedgehog,0.20951852085568246,9.999000099990002e-05
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Signaling by KIT in Disease,0.20006533278889338,0.0005999400059994001
Signaling by NTRK2 (TRKB),0.2198296986032835,9.999000099990002e-05
Signaling by NTRKs,0.19398099424505455,9.999000099990002e-05
Signaling by Non-Receptor Tyrosine Kinases,0.17274333951223053,9.999000099990002e-05
Signaling by PTK6,0.17274333951223053,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Signaling by Rho GTPases,0.18894138807776717,9.999000099990002e-05
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.18863153818953882,9.999000099990002e-05
Signaling by SCF-KIT,0.1093133513484228,0.0057994200579942
Signaling by VEGF,0.2031158720402727,9.999000099990002e-05
"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",0.20006533278889338,0.0005999400059994001
Signaling by the B Cell Receptor (BCR),0.18724614559032393,9.999000099990002e-05
Synthesis of Bile Acids and Bile Salts,0.03388060269117921,0.2673732626737326
Synthesis of Bile Acids and Bile Salts via 7Alpha-Hydroxycholesterol,0.005426704777460212,0.47135286471352866
TAK1-dependent IKK and NF-kappa-B Activation,0.19784733412737343,9.999000099990002e-05
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,0.18609002095409144,0.0110988901109889
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,0.2114725974256514,9.999000099990002e-05
TRIF (TICAM1)-mediated TLR4 Signaling,0.22148973563461827,9.999000099990002e-05
Tachykinin Receptors Bind Tachykinins,-0.2554984290202799,0.9322067793220677
The Role of GTSE1 in G2 M Progression After G2 Checkpoint,0.1917829547373755,9.999000099990002e-05
The Role of Nef in HIV-1 Replication and Disease Pathogenesis,0.2031638404892223,9.999000099990002e-05
Toll Like Receptor 10 (TLR10) Cascade,0.23014991913220484,9.999000099990002e-05
Toll Like Receptor 2 (TLR2) Cascade,0.18888710879284654,9.999000099990002e-05
Toll Like Receptor 3 (TLR3) Cascade,0.22545676654119196,9.999000099990002e-05
Toll Like Receptor 4 (TLR4) Cascade,0.17839739943304478,9.999000099990002e-05
Toll Like Receptor 5 (TLR5) Cascade,0.23014991913220484,9.999000099990002e-05
Toll Like Receptor 7 8 (TLR7 8) Cascade,0.19896431520622293,9.999000099990002e-05
Toll Like Receptor 9 (TLR9) Cascade,0.20378124950931042,9.999000099990002e-05
Toll Like Receptor TLR1 TLR2 Cascade,0.18888710879284654,9.999000099990002e-05
Toll Like Receptor TLR6 TLR2 Cascade,0.19254230444007225,9.999000099990002e-05
Toll-like Receptor Cascades,0.15767427112782584,9.999000099990002e-05
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.15212344165133873,0.00029997000299970003
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors,0.2117091893139018,9.999000099990002e-05
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane,0.20147727182522113,9.999000099990002e-05
Transmission Across Chemical Synapses,0.038776654653179476,0.019098090190980903
Transport of Connexons to the Plasma Membrane,-0.01826572297967488,0.6076392360763924
Transport of Small Molecules,0.06987792347855237,9.999000099990002e-05
Transport to the Golgi and Subsequent Modification,0.21731243084891216,9.999000099990002e-05
VEGFA-VEGFR2 Pathway,0.21442358892438762,9.999000099990002e-05
Vesicle-mediated Transport,0.1797589063557159,9.999000099990002e-05
Viral Infection Pathways,0.2311074362073271,9.999000099990002e-05
Activated TAK1 Mediates P38 MAPK Activation,0.2027775163751484,0.0004999500049995
ERBB Signaling Pathway (GO:0038127),0.15462924558062363,9.999000099990002e-05
ERBB2 Signaling Pathway (GO:0038128),-0.023586875629982906,0.6168383161683831
ERBB2-EGFR Signaling Pathway (GO:0038134),-0.10015507039379717,0.7756224377562244
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),0.09972602536307207,0.0537946205379462
Fc-gamma Receptor Signaling Pathway (GO:0038094),0.0507328592326346,0.1840815918408159
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),0.11163740302164149,0.0415958404159584
"GPCR Sgnlng Pway, Coupled to Cyclic Nucleotide Second Messenger (GO:0007187)",-0.17013687436159347,0.9999000099990001
T Cell Receptor Signaling Pathway (GO:0050852),0.11057879877661136,0.0005999400059994001
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),-0.10570655897234332,0.9999000099990001
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),-0.10098543758377698,1.0
Antibacterial Innate Immune Response (GO:0140367),0.04747425275158834,0.31496850314968505
Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.0786189516776884,0.0027997200279972004
Axon Guidance (GO:0007411),0.06324343504147079,0.004299570042995701
Axonogenesis (GO:0007409),0.07460743595677033,0.00019998000199980003
Calcium Ion Transport (GO:0006816),0.013454066386563657,0.3126687331266873
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.09310750519496391,9.999000099990002e-05
Cellular Component Maintenance (GO:0043954),0.21933177235434476,0.0046995300469953
Cellular Response to Amino Acid Stimulus (GO:0071230),0.17228713422166897,9.999000099990002e-05
Cellular Response to Amyloid-Beta (GO:1904646),0.028703925288194987,0.2870712928707129
Cellular Response to Decreased Oxygen Levels (GO:0036294),0.13429070322624648,9.999000099990002e-05
Cellular Response to Epidermal Growth Factor Stimulus (GO:0071364),0.224587431036804,9.999000099990002e-05
Cellular Response to Growth Factor Stimulus (GO:0071363),0.1527545865176717,9.999000099990002e-05
Cellular Response to Hormone Stimulus (GO:0032870),0.06054171710687861,0.0354964503549645
Cellular Response to Hydrogen Peroxide (GO:0070301),0.14587782469875865,0.0015998400159984002
Cellular Response to Hypoxia (GO:0071456),0.1249369561081789,0.00029997000299970003
Cellular Response to Lectin (GO:1990858),0.09109791137023482,0.0871912808719128
Cellular Response to Lipid (GO:0071396),-0.003399353224080859,0.5674432556744325
Cellular Response to Lipopolysaccharide (GO:0071222),0.028955235328376072,0.14628537146285372
Cellular Response to Molecule of Bacterial Origin (GO:0071219),0.019783332766357464,0.2420757924207579
Cellular Response to Muramyl Dipeptide (GO:0071225),0.13614183548063796,0.08099190080991901
Cellular Response to Nitrogen Compound (GO:1901699),0.10158726838023258,9.999000099990002e-05
Cellular Response to Oxygen-Containing Compound (GO:1901701),0.05278438358391846,0.00029997000299970003
Cellular Response to Reactive Oxygen Species (GO:0034614),0.14996296592559843,9.999000099990002e-05
Ceramide Transport (GO:0035627),0.015798497713912507,0.42515748425157485
Cholesterol Homeostasis (GO:0042632),0.022445862652048176,0.2646735326467353
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.20989790600435665,0.0007999200079992001
Defense Response to Bacterium (GO:0042742),-0.00030753554066392796,0.5021497850214979
Dendritic Spine Organization (GO:0097061),0.08195303246885854,0.07929207079292071
Detection of Bacterium (GO:0016045),-0.034218557972690467,0.6356364363563644
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),0.008553314751052032,0.3765623437656234
Ephrin Receptor Signaling Pathway (GO:0048013),0.04580758730060641,0.15578442155784422
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.18028224996325326,9.999000099990002e-05
Epithelial Structure Maintenance (GO:0010669),0.006022620554489433,0.46925307469253075
Fatty Acid Metabolic Process (GO:0006631),0.02347150496689665,0.18918108189181082
Female Meiotic Nuclear Division (GO:0007143),-0.048733873601698396,0.7491250874912508
Ganglion Development (GO:0061548),0.08310998644046275,0.19758024197580243
Generation of Neurons (GO:0048699),0.062415640667673244,0.003999600039996
Glutamate Receptor Signaling Pathway (GO:0007215),-0.07395126222092518,0.9351064893510649
Heart Process (GO:0003015),0.03432593136854711,0.34396560343965604
Host-Mediated Regulation of Intestinal Microbiota Composition (GO:0048874),-0.0509916748285994,0.6617338266173383
Icosanoid Metabolic Process (GO:0006690),-0.04594967023682994,0.8649135086491351
Icosanoid Transport (GO:0071715),-0.08944423335981488,0.8694130586941305
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),-0.0016667085569225248,0.5178482151784821
Innate Immune Response-Activating Signaling Pathway (GO:0002758),-0.0958219359843227,0.906009399060094
Intracellular Receptor Signaling Pathway (GO:0030522),0.17100221481885902,0.0004999500049995
Intracellular Signaling Cassette (GO:0141124),0.12251011515717392,9.999000099990002e-05
Learning (GO:0007612),0.0700248017276337,0.06929307069293071
Leukotriene Metabolic Process (GO:0006691),-0.025225924111274445,0.648935106489351
