,total_singscore,p_value
Metabolism of Steroids,0.08870545039055266,9.999000099990002e-05
Axon guidance,0.08901241597933607,0.00019998000199980003
cGMP-PKG signaling pathway,0.08961858477156648,0.00019998000199980003
Cell-Cell Communication,0.09008607406604352,9.999000099990002e-05
Metabolism of Lipids,0.0921825315820286,9.999000099990002e-05
Costimulation by the CD28 Family,0.09260752609629774,0.0057994200579942
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.09310750519496391,9.999000099990002e-05
Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015),0.09316762060506945,0.011198880111988802
Complement,0.09346060916742926,9.999000099990002e-05
Regulation of Cell Adhesion (GO:0030155),0.09595187320334964,9.999000099990002e-05
Positive Regulation of Endocytosis (GO:0045807),0.09608013645585778,0.0016998300169983002
IL-2/STAT5 Signaling,0.09624054533449267,9.999000099990002e-05
Regulation of Signal Transduction (GO:0009966),0.09774120980967094,9.999000099990002e-05
Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092),0.09881970745925517,0.00019998000199980003
Nuclear Receptor Transcription Pathway,0.09920999918240536,0.008599140085991401
Viral myocarditis,0.10072999312975939,0.006399360063993601
Negative Regulation of Inflammatory Response (GO:0050728),0.10144053850538659,0.00019998000199980003
Cellular Response to Nitrogen Compound (GO:1901699),0.10158726838023258,9.999000099990002e-05
Positive Regulation of Protein Localization to Membrane (GO:1905477),0.10195577491299113,0.0013998600139986002
Post NMDA Receptor Activation Events,0.10264811404406249,0.0008999100089991
Regulation of Cell Communication (GO:0010646),0.10301232003959493,0.0038996100389961006
Positive Regulation of Gene Expression (GO:0010628),0.10439632722720049,9.999000099990002e-05
Negative Regulation of Immune Response (GO:0050777),0.10477999387772341,0.0021997800219978004
Phospholipase D signaling pathway,0.10521982531215202,9.999000099990002e-05
Regulation of Metabolic Process (GO:0019222),0.10531623528715961,0.005699430056994301
Pathways in cancer,0.10544631710362051,9.999000099990002e-05
L1CAM Interactions,0.10579207019634906,9.999000099990002e-05
Gap junction,0.10591639377814166,0.0006999300069993001
Positive Regulation of Intracellular Signal Transduction (GO:1902533),0.10630728226896025,9.999000099990002e-05
Parasitic Infection Pathways,0.10712910426225997,9.999000099990002e-05
Leishmania Infection,0.10712910426225997,9.999000099990002e-05
Factors Involved in Megakaryocyte Development and Platelet Production,0.10778754521052225,9.999000099990002e-05
T cell receptor signaling pathway,0.10794210959937267,0.00019998000199980003
TNF signaling pathway,0.10830769619638458,9.999000099990002e-05
Signaling by SCF-KIT,0.1093133513484228,0.0057994200579942
T Cell Receptor Signaling Pathway (GO:0050852),0.11057879877661136,0.0005999400059994001
EPH-ephrin Mediated Repulsion of Cells,0.11093335580419983,0.0037996200379962005
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),0.11163740302164149,0.0415958404159584
RAF MAP Kinase Cascade,0.11281647126397043,9.999000099990002e-05
Phospholipid Transport (GO:0015914),0.11383253104955071,0.0020997900209979003
MAPK1 MAPK3 Signaling,0.11389811174246356,9.999000099990002e-05
Pperoxisome,0.11446210569438753,0.00019998000199980003
COPI-dependent Golgi-to-ER Retrograde Traffic,0.1162816215225756,9.999000099990002e-05
Signaling by ERBB2 TMD JMD Mutants,0.11628701256273943,0.030396960303969604
Neuron Migration (GO:0001764),0.11694320260725233,0.0015998400159984002
PI3K-Akt signaling pathway,0.11739018473432172,9.999000099990002e-05
Regulation of Protein Localization to Membrane (GO:1905475),0.11744985292916088,0.010498950104989501
Regulation of Secretion by Cell (GO:1903530),0.11774326134841162,0.0030996900309969004
Regulation of Notch Signaling Pathway (GO:0008593),0.11895520060435394,0.00039996000399960006
"Platelet Activation, Signaling and Aggregation",0.12055811072093048,9.999000099990002e-05
Phagocytosis (GO:0006909),0.12147867268750878,0.00039996000399960006
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Formation of Tubulin Folding Intermediates by CCT TriC,0.1224474033249231,0.0211978802119788
Intracellular Signaling Cassette (GO:0141124),0.12251011515717392,9.999000099990002e-05
Chaperonin-mediated Protein Folding,0.12277906215007728,9.999000099990002e-05
Positive Regulation of Notch Signaling Pathway (GO:0045747),0.12368562325673671,0.012098790120987902
MAPK Family Signaling Cascades,0.1236884250231528,9.999000099990002e-05
NCAM Signaling for Neurite Out-Growth,0.1240550257170756,0.0008999100089991
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.12450309126021475,9.999000099990002e-05
MAPK signaling pathway,0.12473694245458122,9.999000099990002e-05
Innate Immune System,0.12484469968592782,9.999000099990002e-05
Cellular Response to Hypoxia (GO:0071456),0.1249369561081789,0.00029997000299970003
Platelet activation,0.1251365410165045,9.999000099990002e-05
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,0.1258877995642702,0.009099090090990901
Regulation of Mitochondrial Membrane Potential (GO:0051881),0.12645381584707427,0.004399560043995601
"Interleukin-3, Interleukin-5 and GM-CSF Signaling",0.12721983786361468,0.0017998200179982
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Wound Healing (GO:0042060),0.1280195185598636,9.999000099990002e-05
Protein Folding,0.1305959253152521,9.999000099990002e-05
MicroRNAs in cancer,0.13099511222891846,9.999000099990002e-05
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Adaptive Immune System,0.13193845425494144,9.999000099990002e-05
EML4 and NUDC in Mitotic Spindle Formation,0.13354021671985528,9.999000099990002e-05
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
Positive Regulation of Stress-Activated MAPK Cascade (GO:0032874),0.13411227489036115,0.0390960903909609
Positive Regulation of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),0.13411227489036115,0.0390960903909609
Cellular Response to Decreased Oxygen Levels (GO:0036294),0.13429070322624648,9.999000099990002e-05
Regulation of Anatomical Structure Morphogenesis (GO:0022603),0.13468941369202103,9.999000099990002e-05
Fc epsilon RI signaling pathway,0.13531616808816072,0.00019998000199980003
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Negative Regulation of Cellular Component Organization (GO:0051129),0.13681969801258198,9.999000099990002e-05
PKR-mediated Signaling,0.1375524851624349,9.999000099990002e-05
Disorders of Transmembrane Transporters,0.13816793766100055,9.999000099990002e-05
Recycling Pathway of L1,0.13840543091340118,0.0007999200079992001
Tuberculosis,0.138885748838122,9.999000099990002e-05
DAP12 Signaling,0.1389149079722628,0.0046995300469953
Resolution of Sister Chromatid Cohesion,0.13912874128741293,9.999000099990002e-05
PECAM1 Interactions,0.14132446186083214,0.0446955304469553
Regulation of Vasculature Development (GO:1901342),0.1426515430069787,0.0015998400159984002
Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.14285694004281002,9.999000099990002e-05
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),0.14338820668498686,9.999000099990002e-05
DCC Mediated Attractive Signaling,0.14367068675935435,0.030596940305969402
Tight junction,0.14401359179294404,9.999000099990002e-05
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
NOD-like receptor signaling pathway,0.14512592949449044,9.999000099990002e-05
Cellular Response to Hydrogen Peroxide (GO:0070301),0.14587782469875865,0.0015998400159984002
CRMPs in Sema3A Signaling,0.14596040008164923,0.023497650234976502
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Phagosome,0.14690832431214462,9.999000099990002e-05
Developmental Biology,0.14714131426418042,9.999000099990002e-05
Regulation of RNA Biosynthetic Process (GO:2001141),0.14714596588064333,9.999000099990002e-05
Pathways of neurodegeneration,0.14720003353299305,9.999000099990002e-05
Sphingolipid signaling pathway,0.14721610458196333,9.999000099990002e-05
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),0.14754791449239302,0.0013998600139986002
Central carbon metabolism in cancer,0.1478536222606217,9.999000099990002e-05
Neutrophil Degranulation,0.1479188413159238,9.999000099990002e-05
Non-small cell lung cancer,0.14829304811231647,9.999000099990002e-05
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),0.1490337661609803,9.999000099990002e-05
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Pathogenic Escherichia coli infection,0.14948906974806253,9.999000099990002e-05
Cellular Response to Reactive Oxygen Species (GO:0034614),0.14996296592559843,9.999000099990002e-05
Signaling by ERBB2 KD Mutants,0.1502283030426792,0.0053994600539946005
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
CD28 Co-Stimulation,0.15030374835498006,0.0010998900109989002
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion,0.15166032938322294,0.0231976802319768
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.15212344165133873,0.00029997000299970003
ErbB signaling pathway,0.1524747205960617,9.999000099990002e-05
Cellular Response to Growth Factor Stimulus (GO:0071363),0.1527545865176717,9.999000099990002e-05
Golgi-to-ER Retrograde Transport,0.1530323364648225,9.999000099990002e-05
GPVI-mediated Activation Cascade,0.1538650106226508,0.0006999300069993001
Positive Regulation of Mitophagy (GO:1901526),0.15402758048606469,0.0100989901009899
Alzheimer disease,0.15449437510587916,9.999000099990002e-05
ERBB Signaling Pathway (GO:0038127),0.15462924558062363,9.999000099990002e-05
Prion disease,0.15523566647634823,9.999000099990002e-05
UV Response Up,0.1556695168782538,9.999000099990002e-05
Negative Regulation of DNA-templated Transcription (GO:0045892),0.15598426395456144,9.999000099990002e-05
Focal adhesion,0.15631667654311865,9.999000099990002e-05
Negative Regulation of Gene Expression (GO:0010629),0.15653076594445103,9.999000099990002e-05
Toll-like Receptor Cascades,0.15767427112782584,9.999000099990002e-05
RHO GTPases Activate Formins,0.1577211987322985,9.999000099990002e-05
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057),0.15817825020441545,0.00019998000199980003
Positive Regulation of Autophagy of Mitochondrion (GO:1903599),0.15843369395114648,0.015798420157984203
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.15996737130757743,9.999000099990002e-05
Intraflagellar Transport,0.16019044059306398,0.00029997000299970003
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.1604699021028554,9.999000099990002e-05
E2F Targets,0.1608183874948581,9.999000099990002e-05
Proteoglycans in cancer,0.16178152500205611,9.999000099990002e-05
Signaling by ERBB2 in Cancer,0.16206973470900932,0.0023997600239976003
Protein Modification Process (GO:0036211),0.16244609185837067,9.999000099990002e-05
Regulation of Steroid Metabolic Process (GO:0019218),0.16287177672527986,0.008599140085991401
Intracellular Signaling by Second Messengers,0.1632766073462849,9.999000099990002e-05
Response to Reactive Oxygen Species (GO:0000302),0.16353710897566953,9.999000099990002e-05
Protein Phosphorylation (GO:0006468),0.16387357154885362,9.999000099990002e-05
CD28 Dependent PI3K Akt Signaling,0.16455369605892312,0.0037996200379962005
Regulation of Protein-Containing Complex Assembly (GO:0043254),0.1656222900787554,9.999000099990002e-05
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Positive Regulation of Protein Localization (GO:1903829),0.16682059627862755,9.999000099990002e-05
Negative Regulation of RNA Biosynthetic Process (GO:1902679),0.16715910561858127,9.999000099990002e-05
RHO GTPase Effectors,0.16758627073048238,9.999000099990002e-05
PIP3 Activates AKT Signaling,0.16774760169738012,9.999000099990002e-05
Post-translational Protein Modification,0.16855691801631933,9.999000099990002e-05
Mitotic Prometaphase,0.16945823514440794,9.999000099990002e-05
EPH-Ephrin Signaling,0.17030940030940034,9.999000099990002e-05
Interferon Signaling,0.17076342413299428,9.999000099990002e-05
Intracellular Receptor Signaling Pathway (GO:0030522),0.17100221481885902,0.0004999500049995
Negative Regulation of Supramolecular Fiber Organization (GO:1902904),0.17143459140921902,9.999000099990002e-05
Cellular Response to Amino Acid Stimulus (GO:0071230),0.17228713422166897,9.999000099990002e-05
Signaling by PTK6,0.17274333951223053,9.999000099990002e-05
Signaling by Non-Receptor Tyrosine Kinases,0.17274333951223053,9.999000099990002e-05
Positive Regulation of Protein Polyubiquitination (GO:1902916),0.1731059690197544,0.013998600139986002
MHC Class II Antigen Presentation,0.17364185385582342,9.999000099990002e-05
Negative Regulation of Microtubule Polymerization (GO:0031115),0.17411285803873255,0.0201979802019798
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
Intra-Golgi and Retrograde Golgi-to-ER Traffic,0.1745529589672421,9.999000099990002e-05
Response to Hydrogen Peroxide (GO:0042542),0.17460870453616673,9.999000099990002e-05
"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.17547012466555278,9.999000099990002e-05
COPI-independent Golgi-to-ER Retrograde Traffic,0.17584134344633573,9.999000099990002e-05
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
Estrogen Response Early,0.17636459503208424,9.999000099990002e-05
Positive Regulation of Macroautophagy (GO:0016239),0.1766832670609978,9.999000099990002e-05
Recruitment of NuMA to Mitotic Centrosomes,0.1772820119804025,9.999000099990002e-05
HIF-1 signaling pathway,0.17757075790001342,9.999000099990002e-05
Response to Muramyl Dipeptide (GO:0032495),0.1781369907747571,0.015298470152984701
Toll Like Receptor 4 (TLR4) Cascade,0.17839739943304478,9.999000099990002e-05
RHO GTPases Activate IQGAPs,0.1797238787680745,0.00029997000299970003
Vesicle-mediated Transport,0.1797589063557159,9.999000099990002e-05
Huntington disease,0.1801503449089087,9.999000099990002e-05
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.18028224996325326,9.999000099990002e-05
Downregulation of ERBB2 Signaling,0.1803629556489269,0.00039996000399960006
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Cilium Assembly,0.18084013806414023,9.999000099990002e-05
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122),0.18088277735336555,9.999000099990002e-05
Ovarian Tumor Domain Proteases,0.18292138827014004,9.999000099990002e-05
Cell Cycle,0.18298779061964598,9.999000099990002e-05
Prefoldin Mediated Transfer of Substrate to CCT TriC,0.1830189912191138,0.0007999200079992001
Phosphorylation (GO:0016310),0.18324556470609965,9.999000099990002e-05
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),0.18437515406586413,9.999000099990002e-05
FLT3 Signaling,0.1849406840900879,9.999000099990002e-05
NOD1 2 Signaling Pathway,0.18530662925735253,9.999000099990002e-05
Amyotrophic lateral sclerosis,0.18552936205073411,9.999000099990002e-05
Separation of Sister Chromatids,0.1857727508136381,9.999000099990002e-05
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,0.18609002095409144,0.0110988901109889
Signaling by the B Cell Receptor (BCR),0.18724614559032393,9.999000099990002e-05
Nephrin Family Interactions,0.1876790162346943,0.0012998700129987
CD209 (DC-SIGN) Signaling,0.18796243364638632,0.0013998600139986002
Regulation of Microtubule-Based Process (GO:0032886),0.18806618461241198,9.999000099990002e-05
"Cell Cycle, Mitotic",0.1884735584349989,9.999000099990002e-05
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.18863153818953882,9.999000099990002e-05
Interleukin-1 Family Signaling,0.18874234870953488,9.999000099990002e-05
Toll Like Receptor 2 (TLR2) Cascade,0.18888710879284654,9.999000099990002e-05
Toll Like Receptor TLR1 TLR2 Cascade,0.18888710879284654,9.999000099990002e-05
Signaling by Rho GTPases,0.18894138807776717,9.999000099990002e-05
ABC-family Proteins Mediated Transport,0.18985754430650204,9.999000099990002e-05
HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand,0.19102195029857882,9.999000099990002e-05
Sema3A PAK Dependent Axon Repulsion,0.19122029884869762,0.0027997200279972004
Fc Epsilon Receptor (FCERI) Signaling,0.19126141979739153,9.999000099990002e-05
Potential Therapeutics for SARS,0.19154962050372426,9.999000099990002e-05
The Role of GTSE1 in G2 M Progression After G2 Checkpoint,0.1917829547373755,9.999000099990002e-05
Mitotic G2-G2 M Phases,0.19191832501599027,9.999000099990002e-05
Positive Regulation of Protein Metabolic Process (GO:0051247),0.19238616689750687,9.999000099990002e-05
Nervous System Development,0.1925233579293122,9.999000099990002e-05
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,0.19254230444007225,9.999000099990002e-05
Toll Like Receptor TLR6 TLR2 Cascade,0.19254230444007225,9.999000099990002e-05
Cellular Responses to Mechanical Stimuli,0.19288743288743282,9.999000099990002e-05
Response of Endothelial Cells to Shear Stress,0.19288743288743282,9.999000099990002e-05
Membrane Trafficking,0.19295284757341602,9.999000099990002e-05
Signaling by NTRKs,0.19398099424505455,9.999000099990002e-05
CTLA4 Inhibitory Signaling,0.1945283789301756,0.000999900009999
Nuclear Envelope (NE) Reassembly,0.19522476380136577,9.999000099990002e-05
Axon Guidance,0.1952546602296138,9.999000099990002e-05
G2 M Transition,0.19602936475316257,9.999000099990002e-05
HCMV Infection,0.19692024324805713,9.999000099990002e-05
Salmonella infection,0.19769342207607332,9.999000099990002e-05
Mitotic Metaphase and Anaphase,0.1978399838682171,9.999000099990002e-05
TAK1-dependent IKK and NF-kappa-B Activation,0.19784733412737343,9.999000099990002e-05
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.19817275041650906,9.999000099990002e-05
Parkinson disease,0.19856417999222198,9.999000099990002e-05
HCMV Early Events,0.19882962319315411,9.999000099990002e-05
Mitotic Anaphase,0.1989606868332069,9.999000099990002e-05
Toll Like Receptor 7 8 (TLR7 8) Cascade,0.19896431520622293,9.999000099990002e-05
Regulation of Signaling by CBL,0.1992757120370645,0.0006999300069993001
C-type Lectin Receptors (CLRs),0.19929398976005963,9.999000099990002e-05
Organelle Biogenesis and Maintenance,0.1999855149618075,9.999000099990002e-05
"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",0.20006533278889338,0.0005999400059994001
Signaling by KIT in Disease,0.20006533278889338,0.0005999400059994001
Aggrephagy,0.2002944288639218,9.999000099990002e-05
EPHB-mediated Forward Signaling,0.20063066358727677,9.999000099990002e-05
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane,0.20147727182522113,9.999000099990002e-05
Positive Regulation of Rho Protein Signal Transduction (GO:0035025),0.20218991219113736,0.00019998000199980003
Activated TAK1 Mediates P38 MAPK Activation,0.2027775163751484,0.0004999500049995
Signaling by VEGF,0.2031158720402727,9.999000099990002e-05
The Role of Nef in HIV-1 Replication and Disease Pathogenesis,0.2031638404892223,9.999000099990002e-05
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943),0.20324150934519847,9.999000099990002e-05
Toll Like Receptor 9 (TLR9) Cascade,0.20378124950931042,9.999000099990002e-05
Semaphorin Interactions,0.20378226691884804,9.999000099990002e-05
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.20434777709384755,9.999000099990002e-05
Negative Regulation of Protein-Containing Complex Assembly (GO:0031333),0.2056042518397384,9.999000099990002e-05
Regulation of Microtubule Polymerization (GO:0031113),0.2070653302049983,9.999000099990002e-05
Positive Regulation of Protein K63-linked Ubiquitination (GO:1902523),0.2070795995825584,0.027297270272972702
Regulation of Mitophagy (GO:1901524),0.2086445435130183,9.999000099990002e-05
Signaling by Hedgehog,0.20951852085568246,9.999000099990002e-05
M Phase,0.20971434387958565,9.999000099990002e-05
Antiviral Mechanism by IFN-stimulated Genes,0.20974835387901936,9.999000099990002e-05
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.20989790600435665,0.0007999200079992001
MyD88 Dependent Cascade Initiated on Endosome,0.21002785743547725,9.999000099990002e-05
AURKA Activation by TPX2,0.21025588861949474,9.999000099990002e-05
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,0.21026208798248636,9.999000099990002e-05
Selective Autophagy,0.21129320162707577,9.999000099990002e-05
MITF-M-regulated Melanocyte Development,0.21143080508911782,9.999000099990002e-05
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,0.2114725974256514,9.999000099990002e-05
Hedgehog 'Off' State,0.21159520835040013,9.999000099990002e-05
Infectious Disease,0.21163015849336175,9.999000099990002e-05
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors,0.2117091893139018,9.999000099990002e-05
Recruitment of Mitotic Centrosome Proteins and Complexes,0.2121474621367172,9.999000099990002e-05
Centrosome Maturation,0.2121474621367172,9.999000099990002e-05
Bladder cancer,0.21258810795405136,9.999000099990002e-05
Regulation of Stress-Activated MAPK Cascade (GO:0032872),0.21329614955804566,9.999000099990002e-05
ABC Transporter Disorders,0.2138461498505676,9.999000099990002e-05
VEGFA-VEGFR2 Pathway,0.21442358892438762,9.999000099990002e-05
Prostate cancer,0.2147611328437221,9.999000099990002e-05
UV Response Dn,0.21594241064507003,9.999000099990002e-05
Interleukin-1 Signaling,0.21653944715269535,9.999000099990002e-05
Macroautophagy,0.21696757393365163,9.999000099990002e-05
COPI-mediated Anterograde Transport,0.2170934363599587,9.999000099990002e-05
Transport to the Golgi and Subsequent Modification,0.21731243084891216,9.999000099990002e-05
Regulation of Transcription by RNA Polymerase I (GO:0006356),0.21863153594771234,9.999000099990002e-05
Autophagy,0.2188468626986667,9.999000099990002e-05
Cellular Component Maintenance (GO:0043954),0.21933177235434476,0.0046995300469953
Signaling by ERBB2,0.21948160261651672,9.999000099990002e-05
Signaling by NTRK2 (TRKB),0.2198296986032835,9.999000099990002e-05
HIV Infection,0.22011909383842165,9.999000099990002e-05
Regulation of Rho Protein Signal Transduction (GO:0035023),0.22019299277258098,9.999000099990002e-05
Asparagine N-linked Glycosylation,0.22082047477225564,9.999000099990002e-05
SUMOylation of Intracellular Receptors,0.22111288760255343,9.999000099990002e-05
Deubiquitination,0.22129354375040833,9.999000099990002e-05
MyD88-independent TLR4 Cascade,0.22148973563461827,9.999000099990002e-05
TRIF (TICAM1)-mediated TLR4 Signaling,0.22148973563461827,9.999000099990002e-05
Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),0.22157763646796147,0.00029997000299970003
Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome,0.22337875498779824,9.999000099990002e-05
Loss of Nlp From Mitotic Centrosomes,0.22337875498779824,9.999000099990002e-05
Endometrial cancer,0.22357172673274017,9.999000099990002e-05
Cellular Response to Epidermal Growth Factor Stimulus (GO:0071364),0.224587431036804,9.999000099990002e-05
Anchoring of the Basal Body to the Plasma Membrane,0.22505060279620992,9.999000099990002e-05
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),0.2253077284232874,0.0005999400059994001
Toll Like Receptor 3 (TLR3) Cascade,0.22545676654119196,9.999000099990002e-05
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491),0.2258112386228729,9.999000099990002e-05
Pancreatic cancer,0.22596694424938502,9.999000099990002e-05
SUMO E3 Ligases SUMOylate Target Proteins,0.2265945966130809,9.999000099990002e-05
SARS-CoV Infections,0.2266806323163626,9.999000099990002e-05
ER to Golgi Anterograde Transport,0.22690186990461925,9.999000099990002e-05
SUMOylation,0.22791099597330022,9.999000099990002e-05
Toll Like Receptor 10 (TLR10) Cascade,0.23014991913220484,9.999000099990002e-05
MyD88 Cascade Initiated on Plasma Membrane,0.23014991913220484,9.999000099990002e-05
Toll Like Receptor 5 (TLR5) Cascade,0.23014991913220484,9.999000099990002e-05
SARS-CoV-2 Infection,0.2306510306603714,9.999000099990002e-05
Response to Epidermal Growth Factor (GO:0070849),0.23089733115468403,9.999000099990002e-05
Viral Infection Pathways,0.2311074362073271,9.999000099990002e-05
