,total_singscore,p_value
Legionellosis,0.15917353490314723,0.00019998000199980003
Leukocyte transendothelial migration,0.1234249421956859,9.999000099990002e-05
Linoleic acid metabolism,-0.15113199512317488,0.9929007099290071
Lipid and atherosclerosis,0.14011983721943355,9.999000099990002e-05
MAPK signaling pathway,0.12473694245458122,9.999000099990002e-05
MicroRNAs in cancer,0.13099511222891846,9.999000099990002e-05
NF-kappa B signaling pathway,0.09409443140662443,0.000999900009999
NOD-like receptor signaling pathway,0.14512592949449044,9.999000099990002e-05
Natural killer cell mediated cytotoxicity,0.0521808206775386,0.0420957904209579
Necroptosis,0.14099430186680983,9.999000099990002e-05
Neuroactive ligand-receptor interaction,-0.19525534106098125,1.0
Neutrophil extracellular trap formation,0.08706064542722347,0.00019998000199980003
Non-small cell lung cancer,0.14829304811231647,9.999000099990002e-05
Oocyte meiosis,0.13667041213860986,9.999000099990002e-05
Osteoclast differentiation,0.08178906194193913,0.0007999200079992001
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.13615467820443483,9.999000099990002e-05
PI3K-Akt signaling pathway,0.11739018473432172,9.999000099990002e-05
Pancreatic cancer,0.22596694424938502,9.999000099990002e-05
Pathogenic Escherichia coli infection,0.14948906974806253,9.999000099990002e-05
Pathways in cancer,0.10544631710362051,9.999000099990002e-05
Pathways of neurodegeneration,0.14720003353299305,9.999000099990002e-05
Pertussis,0.147771452437929,9.999000099990002e-05
Phospholipase D signaling pathway,0.10521982531215202,9.999000099990002e-05
Platelet activation,0.1251365410165045,9.999000099990002e-05
Primary immunodeficiency,-0.12884183809954286,0.9936006399360064
Prion disease,0.15523566647634823,9.999000099990002e-05
Progesterone-mediated oocyte maturation,0.13621453537587724,9.999000099990002e-05
Prostate cancer,0.2147611328437221,9.999000099990002e-05
Proteoglycans in cancer,0.16178152500205611,9.999000099990002e-05
Regulation of actin cytoskeleton,0.12801371670818562,9.999000099990002e-05
Relaxin signaling pathway,0.1524798414650813,9.999000099990002e-05
Salmonella infection,0.19769342207607332,9.999000099990002e-05
Serotonergic synapse,-0.020176691652330603,0.7518248175182481
Shigellosis,0.22376431718992262,9.999000099990002e-05
Sphingolipid signaling pathway,0.14721610458196333,9.999000099990002e-05
T cell receptor signaling pathway,0.10794210959937267,0.00019998000199980003
Taste transduction,-0.13383225246419295,0.9997000299970003
Th1 and Th2 cell differentiation,0.06867519080463447,0.0156984301569843
Th17 cell differentiation,0.10189184819513464,0.00029997000299970003
Tight junction,0.14401359179294404,9.999000099990002e-05
Viral myocarditis,0.10072999312975939,0.006399360063993601
Vitamin digestion and absorption,-0.0019244448551454796,0.519048095190481
Yersinia infection,0.19480876988385143,9.999000099990002e-05
cAMP signaling pathway,0.06421766062053835,0.0008999100089991
ABC Transporter Disorders,0.2138461498505676,9.999000099990002e-05
ABC-family Proteins Mediated Transport,0.18985754430650204,9.999000099990002e-05
APC C-mediated Degradation of Cell Cycle Proteins,0.24709887494303928,9.999000099990002e-05
APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.2683971116858178,9.999000099990002e-05
AURKA Activation by TPX2,0.21025588861949474,9.999000099990002e-05
Abacavir ADME,-0.16957799363317283,0.9514048595140486
Abacavir Transmembrane Transport,-0.29508671699653133,0.9916008399160084
Activated NTRK2 Signals Through FYN,0.1180642603529597,0.1414858514148585
Activation of Matrix Metalloproteinases,-0.02078058210133682,0.6397360263973603
Adaptive Immune System,0.13193845425494144,9.999000099990002e-05
Amine Ligand-Binding Receptors,-0.28952659821798854,1.0
Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.02941088884091103,0.16948305169483052
Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,0.04782898000875535,0.16748325167483252
Arachidonate Metabolism,-0.0765992064624782,0.9742025797420258
Aspirin ADME,-0.22884103543850243,1.0
Atorvastatin ADME,-0.07962645554467296,0.7487251274872513
Axon Guidance,0.1952546602296138,9.999000099990002e-05
Biosynthesis of DHA-derived SPMs,-0.1025039172771548,0.9023097690230977
Biosynthesis of E-series 18(S)-resolvins,0.07463478331837103,0.30886911308869114
Biosynthesis of EPA-derived SPMs,0.009806162007753527,0.47665233476652336
Biosynthesis of Specialized Proresolving Mediators (SPMs),-0.08535755596380218,0.8745125487451255
C-type Lectin Receptors (CLRs),0.19929398976005963,9.999000099990002e-05
CD209 (DC-SIGN) Signaling,0.18796243364638632,0.0013998600139986002
CD28 Co-Stimulation,0.15030374835498006,0.0010998900109989002
CD28 Dependent PI3K Akt Signaling,0.16455369605892312,0.0037996200379962005
CD28 Dependent Vav1 Pathway,0.0714003864261028,0.19858014198580143
CRMPs in Sema3A Signaling,0.14596040008164923,0.023497650234976502
CTLA4 Inhibitory Signaling,0.1945283789301756,0.000999900009999
Cell Cycle,0.18298779061964598,9.999000099990002e-05
"Cell Cycle, Mitotic",0.1884735584349989,9.999000099990002e-05
Cell Recruitment (Pro-Inflammatory Response),0.16493608331631604,0.0025997400259974
Cell Surface Interactions at the Vascular Wall,0.021671702626011036,0.18398160183981602
Cell-Cell Communication,0.09008607406604352,9.999000099990002e-05
Cellular Response to Chemical Stress,0.21570152755494976,9.999000099990002e-05
Cellular Responses to Mechanical Stimuli,0.19288743288743282,9.999000099990002e-05
Cellular Responses to Stimuli,0.23434627858839696,9.999000099990002e-05
Cellular Responses to Stress,0.24169151763153818,9.999000099990002e-05
Chaperone Mediated Autophagy,0.2875839298110523,9.999000099990002e-05
Chromosome Maintenance,0.13709934537224022,9.999000099990002e-05
Ciprofloxacin ADME,-0.3531320138747195,0.9984001599840016
Class A 1 (Rhodopsin-like Receptors),-0.19314810351250083,1.0
"Cobalamin (Cbl, Vitamin B12) Transport and Metabolism",0.024953042057982877,0.3545645435456454
Collagen Degradation,0.09584193379207229,0.007099290070992901
Constitutive Signaling by Aberrant PI3K in Cancer,-0.01569618353929675,0.679032096790321
Constitutive Signaling by Overexpressed ERBB2,0.3261747232725639,9.999000099990002e-05
Costimulation by the CD28 Family,0.09260752609629774,0.0057994200579942
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
Cytoprotection by HMOX1,0.2259022771617848,9.999000099990002e-05
DAP12 Interactions,0.0710758071107479,0.061693830616938304
DAP12 Signaling,0.1389149079722628,0.0046995300469953
DCC Mediated Attractive Signaling,0.14367068675935435,0.030596940305969402
Dectin-2 Family,-0.07798986985477241,0.8675132486751325
Degradation of the Extracellular Matrix,0.0863145376255895,0.0004999500049995
Developmental Biology,0.14714131426418042,9.999000099990002e-05
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.19817275041650906,9.999000099990002e-05
Disorders of Transmembrane Transporters,0.13816793766100055,9.999000099990002e-05
Downregulation of ERBB2 Signaling,0.1803629556489269,0.00039996000399960006
Downregulation of ERBB2 ERBB3 Signaling,0.2746097638329339,9.999000099990002e-05
Downstream TCR Signaling,0.187658005407629,9.999000099990002e-05
Drug ADME,-0.06366921254573199,0.9732026797320268
EPH-Ephrin Signaling,0.17030940030940034,9.999000099990002e-05
EPH-ephrin Mediated Repulsion of Cells,0.11093335580419983,0.0037996200379962005
EPHA-mediated Growth Cone Collapse,0.035555276763102994,0.2602739726027397
EPHB-mediated Forward Signaling,0.20063066358727677,9.999000099990002e-05
ERBB2 Activates PTK6 Signaling,-0.042688115656234205,0.7015298470152985
ERBB2 Regulates Cell Motility,0.029332516840171463,0.34756524347565243
ESR-mediated Signaling,0.2130378936863424,9.999000099990002e-05
Ephrin Signaling,0.1094507049921063,0.05399460053994601
Extension of Telomeres,0.12798937040065417,0.0012998700129987
Extra-nuclear Estrogen Signaling,0.13739355491139926,9.999000099990002e-05
Extracellular Matrix Organization,0.07896108195093332,9.999000099990002e-05
FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis,0.28674089383996204,9.999000099990002e-05
FCGR Activation,-0.13252808827289075,0.9905009499050095
FCGR3A-mediated IL10 Synthesis,-0.0053600520830057174,0.5549445055494451
FCGR3A-mediated Phagocytosis,0.0885661606933501,0.0036996300369963003
FLT3 Signaling,0.1849406840900879,9.999000099990002e-05
FLT3 Signaling Through SRC Family Kinases,-0.11117912721732509,0.81991800819918
Fc Epsilon Receptor (FCERI) Signaling,0.19126141979739153,9.999000099990002e-05
Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.14285694004281002,9.999000099990002e-05
Formation of the Beta-Catenin TCF Transactivating Complex,0.20855073358724108,9.999000099990002e-05
G Alpha (I) Signalling Events,-0.06407322211802502,0.9998000199980002
G Alpha (Q) Signalling Events,-0.05997927590331403,0.9978002199780022
G Alpha (S) Signalling Events,-0.056454314656232574,0.9842015798420158
G0 and Early G1,0.12687877797745462,0.012698730126987301
G2 M Transition,0.19602936475316257,9.999000099990002e-05
GPCR Downstream Signalling,-0.05106518844881225,1.0
GPCR Ligand Binding,-0.1851065648506952,1.0
GPVI-mediated Activation Cascade,0.1538650106226508,0.0006999300069993001
GRB2 Events in ERBB2 Signaling,0.005733546991099847,0.47115288471152883
GRB7 Events in ERBB2 Signaling,0.12091001836359927,0.17938206179382063
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
Generation of Second Messenger Molecules,-0.024694636218799804,0.6863313668633136
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
HIV Infection,0.22011909383842165,9.999000099990002e-05
Heme Biosynthesis,0.12508164598301763,0.050594940505949405
Heme Degradation,-0.03950204081632652,0.6653334666533347
Hemostasis,0.07726984176978247,9.999000099990002e-05
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.15996737130757743,9.999000099990002e-05
Host Interactions of HIV Factors,0.2595917215641945,9.999000099990002e-05
Infectious Disease,0.21163015849336175,9.999000099990002e-05
Inflammasomes,0.15310178136344987,0.007899210078992101
Innate Immune System,0.12484469968592782,9.999000099990002e-05
Interleukin-1 Family Signaling,0.18874234870953488,9.999000099990002e-05
Interleukin-1 Processing,0.12330626071341111,0.1151884811518848
Interleukin-2 Family Signaling,0.07787310094458111,0.049295070492950704
Interleukin-2 Signaling,0.022073257164485383,0.4026597340265973
"Interleukin-3, Interleukin-5 and GM-CSF Signaling",0.12721983786361468,0.0017998200179982
Interleukin-37 Signaling,0.20163669208138157,0.0004999500049995
Interleukin-4 and Interleukin-13 Signaling,0.07720083763414431,0.0034996500349965005
Intracellular Signaling by Second Messengers,0.1632766073462849,9.999000099990002e-05
Iron Uptake and Transport,0.22227058976598946,9.999000099990002e-05
KEAP1-NFE2L2 Pathway,0.21504850479398618,9.999000099990002e-05
Late Endosomal Microautophagy,0.20289981565873216,9.999000099990002e-05
Leishmania Infection,0.10712910426225997,9.999000099990002e-05
Leishmania Parasite Growth and Survival,0.02941088884091103,0.16948305169483052
Leishmania Phagocytosis,0.0885661606933501,0.0036996300369963003
MAPK Family Signaling Cascades,0.1236884250231528,9.999000099990002e-05
MAPK1 MAPK3 Signaling,0.11389811174246356,9.999000099990002e-05
MAPK6 MAPK4 Signaling,0.24215822468400638,9.999000099990002e-05
MITF-M-dependent Gene Expression,0.24618940785513554,9.999000099990002e-05
MITF-M-regulated Melanocyte Development,0.21143080508911782,9.999000099990002e-05
Metabolism of Lipids,0.0921825315820286,9.999000099990002e-05
Metabolism of Porphyrins,0.08975824893825546,0.07239276072392761
Metabolism of Vitamins and Cofactors,0.09356020933050702,9.999000099990002e-05
Metabolism of Water-Soluble Vitamins and Cofactors,0.11684966000478603,9.999000099990002e-05
Mitotic G1 Phase and G1 S Transition,0.18057398963410143,9.999000099990002e-05
Mitotic G2-G2 M Phases,0.19191832501599027,9.999000099990002e-05
Muscarinic Acetylcholine Receptors,-0.17609059375637626,0.911008899110089
NCAM Signaling for Neurite Out-Growth,0.1240550257170756,0.0008999100089991
NFE2L2 Regulating MDR Associated Enzymes,0.07118806628030361,0.24617538246175383
NOD1 2 Signaling Pathway,0.18530662925735253,9.999000099990002e-05
NTRK2 Activates RAC1,0.21667822893287092,0.0504949505049495
Nef Mediated CD4 Down-regulation,0.2576561500891119,0.0022997700229977
Nef and Signal Transduction,0.05607705493429105,0.29357064293570645
Nef-mediates Down Modulation of Cell Surface Receptors by Recruiting Them to Clathrin Adapters,0.23208962624618645,9.999000099990002e-05
Negative Regulation of the PI3K AKT Network,0.05279253633026448,0.031796820317968204
Nephrin Family Interactions,0.1876790162346943,0.0012998700129987
Nervous System Development,0.1925233579293122,9.999000099990002e-05
Netrin-1 Signaling,0.08748899802537613,0.025697430256974303
Nuclear Events Mediated by NFE2L2,0.2154328376181589,9.999000099990002e-05
"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.17547012466555278,9.999000099990002e-05
PD-1 Signaling,-0.10241935483870968,0.9453054694530547
PECAM1 Interactions,0.14132446186083214,0.0446955304469553
PI3K Events in ERBB2 Signaling,0.0629388829917531,0.19508049195080493
PI3K AKT Signaling in Cancer,0.05615720516789702,0.027697230276972302
"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.0485716200967522,0.04939506049395061
PIP3 Activates AKT Signaling,0.16774760169738012,9.999000099990002e-05
Paracetamol ADME,-0.002301324793055781,0.517948205179482
Parasite Infection,0.0885661606933501,0.0036996300369963003
Parasitic Infection Pathways,0.10712910426225997,9.999000099990002e-05
Phosphorylation of CD3 and TCR Zeta Chains,-0.10977541853817885,0.9565043495650435
Platelet Adhesion to Exposed Collagen,0.052861128121385326,0.24567543245675433
"Platelet Activation, Signaling and Aggregation",0.12055811072093048,9.999000099990002e-05
Post-translational Protein Modification,0.16855691801631933,9.999000099990002e-05
Prednisone ADME,-0.2302005114811187,0.9729027097290271
Programmed Cell Death,0.20168081085341438,9.999000099990002e-05
Purinergic Signaling in Leishmaniasis Infection,0.16493608331631604,0.0025997400259974
Pyroptosis,0.10115662650602408,0.041495850414958506
RAF MAP Kinase Cascade,0.11281647126397043,9.999000099990002e-05
RHO GTPase Cycle,0.19499157033397785,9.999000099990002e-05
RHOH GTPase Cycle,0.2618495428895533,9.999000099990002e-05
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
Reelin Signalling Pathway,0.18762293409508268,0.07729227077292271
Regulated Necrosis,0.18525640787345954,9.999000099990002e-05
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.09327759305085559,0.00019998000199980003
Regulation of KIT Signaling,0.07048409814648482,0.16848315168483152
Regulation of PLK1 Activity at G2 M Transition,0.2333232085862934,9.999000099990002e-05
Regulation of TP53 Activity,0.2047244384642758,9.999000099990002e-05
Regulation of TP53 Activity Through Phosphorylation,0.172994812994813,9.999000099990002e-05
Regulation of Mitotic Cell Cycle,0.24709887494303928,9.999000099990002e-05
Regulation of Signaling by CBL,0.1992757120370645,0.0006999300069993001
Response of Endothelial Cells to Shear Stress,0.19288743288743282,9.999000099990002e-05
Role of LAT2 NTAL LAB on Calcium Mobilization,0.006027484196901023,0.46035396460353967
SARS-CoV Infections,0.2266806323163626,9.999000099990002e-05
SARS-CoV-1 Infection,0.2992753139243167,9.999000099990002e-05
SARS-CoV-1 Activates Modulates Innate Immune Responses,0.2321373109930528,9.999000099990002e-05
SARS-CoV-1-host Interactions,0.31642659507896176,9.999000099990002e-05
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion,0.15166032938322294,0.0231976802319768
SHC1 Events in ERBB2 Signaling,0.0934390870482017,0.06359364063593641
SUMO E3 Ligases SUMOylate Target Proteins,0.2265945966130809,9.999000099990002e-05
SUMOylation,0.22791099597330022,9.999000099990002e-05
SUMOylation of DNA Replication Proteins,0.21848785793499592,9.999000099990002e-05
Sema3A PAK Dependent Axon Repulsion,0.19122029884869762,0.0027997200279972004
Sema4D in Semaphorin Signaling,0.24836471180810793,9.999000099990002e-05
Sema4D Induced Cell Migration and Growth-Cone Collapse,0.27541649652919564,9.999000099990002e-05
Semaphorin Interactions,0.20378226691884804,9.999000099990002e-05
Serotonin Receptors,-0.33876826381519876,0.9999000099990001
Signaling by CSF1 (M-CSF) in Myeloid Cells,0.23817320705436784,9.999000099990002e-05
Signaling by ERBB2,0.21948160261651672,9.999000099990002e-05
Signaling by ERBB2 ECD Mutants,0.28628949946925775,9.999000099990002e-05
Signaling by ERBB2 KD Mutants,0.1502283030426792,0.0053994600539946005
Signaling by ERBB2 TMD JMD Mutants,0.11628701256273943,0.030396960303969604
Signaling by ERBB2 in Cancer,0.16206973470900932,0.0023997600239976003
Signaling by GPCR,-0.0633273327792464,1.0
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Signaling by KIT in Disease,0.20006533278889338,0.0005999400059994001
Signaling by NTRK2 (TRKB),0.2198296986032835,9.999000099990002e-05
Signaling by NTRKs,0.19398099424505455,9.999000099990002e-05
Signaling by Non-Receptor Tyrosine Kinases,0.17274333951223053,9.999000099990002e-05
Signaling by Nuclear Receptors,0.16049804095170983,9.999000099990002e-05
Signaling by PTK6,0.17274333951223053,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Signaling by Rho GTPases,0.18894138807776717,9.999000099990002e-05
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.18863153818953882,9.999000099990002e-05
Signaling by SCF-KIT,0.1093133513484228,0.0057994200579942
Signaling by VEGF,0.2031158720402727,9.999000099990002e-05
Signaling by WNT,0.14852844503168205,9.999000099990002e-05
"Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants",0.20006533278889338,0.0005999400059994001
Signaling by the B Cell Receptor (BCR),0.18724614559032393,9.999000099990002e-05
Sphingolipid De Novo Biosynthesis,0.14048410769286845,0.0016998300169983002
Sphingolipid Metabolism,0.10788210646880914,0.00019998000199980003
Synthesis of 12-Eicosatetraenoic Acid Derivatives,0.05928963978670154,0.3127687231276872
Synthesis of 15-Eicosatetraenoic Acid Derivatives,0.200675344813515,0.08559144085591441
Synthesis of Leukotrienes (LT) and Eoxins (EX),-0.10969880950379579,0.9402059794020597
TCF Dependent Signaling in Response to WNT,0.16679113309936577,9.999000099990002e-05
TCR Signaling,0.17140335754385283,9.999000099990002e-05
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,0.18609002095409144,0.0110988901109889
TP53 Regulates Transcription of Caspase Activators and Caspases,0.154169047813427,0.030596940305969402
TP53 Regulates Transcription of Cell Cycle Genes,0.19851212556348663,9.999000099990002e-05
TP53 Regulates Transcription of Cell Death Genes,0.10641112341431158,0.006799320067993201
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.17995898887618633,0.0037996200379962005
Telomere Extension By Telomerase,0.15833358082623028,0.005099490050994901
Telomere Maintenance,0.14856580024559962,9.999000099990002e-05
The IPAF Inflammasome,-0.031377509384690694,0.5568443155684432
The NLRP3 Inflammasome,0.1695874499877521,0.008899110088991101
The Role of Nef in HIV-1 Replication and Disease Pathogenesis,0.2031638404892223,9.999000099990002e-05
Transcription of E2F Targets Under Negative Control by DREAM Complex,0.16812728198758298,0.0066993300669933005
Transcriptional Regulation by TP53,0.19917798124427077,9.999000099990002e-05
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors,0.2117091893139018,9.999000099990002e-05
Translocation of ZAP-70 to Immunological Synapse,-0.1626863377531636,0.9907009299070093
Transport of RCbl Within the Body,0.11643947432862622,0.1284871512848715
Transport of Small Molecules,0.06987792347855237,9.999000099990002e-05
VEGFA-VEGFR2 Pathway,0.21442358892438762,9.999000099990002e-05
Viral Infection Pathways,0.2311074362073271,9.999000099990002e-05
B Cell Activation (GO:0042113),0.02614415488933186,0.21377862213778623
B Cell Differentiation (GO:0030183),0.08067360871825124,0.025197480251974803
B Cell Receptor Signaling Pathway (GO:0050853),-0.019600703712520207,0.6443355664433557
DNA Biosynthetic Process (GO:0071897),0.14391987146387564,0.019598040195980403
DNA Conformation Change (GO:0071103),0.20552931089555004,0.0007999200079992001
DNA Damage Response (GO:0006974),0.18696774411366068,9.999000099990002e-05
DNA Metabolic Process (GO:0006259),0.18990848257303095,9.999000099990002e-05
DNA Replication (GO:0006260),0.16962411154187296,9.999000099990002e-05
DNA Strand Elongation (GO:0022616),0.14008966718371563,0.046495350464953504
DNA Topological Change (GO:0006265),0.2600415402545928,0.0020997900209979003
ERBB Signaling Pathway (GO:0038127),0.15462924558062363,9.999000099990002e-05
ERBB2 Signaling Pathway (GO:0038128),-0.023586875629982906,0.6168383161683831
ERBB2-EGFR Signaling Pathway (GO:0038134),-0.10015507039379717,0.7756224377562244
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),0.09972602536307207,0.0537946205379462
Fc Receptor Signaling Pathway (GO:0038093),0.04892837690631813,0.1812818718128187
Fc-gamma Receptor Signaling Pathway (GO:0038094),0.0507328592326346,0.1840815918408159
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),0.11163740302164149,0.0415958404159584
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),-0.019874765248632298,0.6102389761023898
"GPCR Sgnlng Pway, Coupled to Cyclic Nucleotide Second Messenger (GO:0007187)",-0.17013687436159347,0.9999000099990001
G Protein-Coupled Serotonin Receptor Signaling Pathway (GO:0098664),-0.10173469387755102,0.8694130586941305
G2/M Transition of Mitotic Cell Cycle (GO:0000086),0.14927768696362897,0.0004999500049995
RNA Biosynthetic Process (GO:0032774),0.207879388755579,9.999000099990002e-05
RNA-templated DNA Biosynthetic Process (GO:0006278),0.18870960528439396,0.0012998700129987
Rac Protein Signal Transduction (GO:0016601),0.20952419837770164,0.0006999300069993001
T Cell Activation (GO:0042110),0.02495771278692216,0.20637936206379362
T Cell Differentiation (GO:0030217),0.11809024210113095,0.0033996600339966003
T Cell Receptor Signaling Pathway (GO:0050852),0.11057879877661136,0.0005999400059994001
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.16921788850316521,0.001999800019998
Acetylcholine Receptor Signaling Pathway (GO:0095500),-0.08687934349590942,0.9356064393560644
Actin Filament Organization (GO:0007015),0.09477649189070059,9.999000099990002e-05
Actin Filament Polymerization (GO:0030041),0.0581682857250575,0.15398460153984603
Actin Polymerization or Depolymerization (GO:0008154),0.15949397705284385,0.00029997000299970003
Adenine Nucleotide Transport (GO:0051503),0.1310140773959788,0.0174982501749825
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),-0.10570655897234332,0.9999000099990001
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),-0.11893906646685704,0.9978002199780022
Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198),-0.11828000870606165,0.8368163183681632
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),-0.10098543758377698,1.0
Amide Transport (GO:0042886),0.04159199509904021,0.23757624237576241
Anterograde Trans-Synaptic Signaling (GO:0098916),-0.0746924388966177,0.9997000299970003
Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.0786189516776884,0.0027997200279972004
Apoptotic Cell Clearance (GO:0043277),0.0399991832734401,0.26417358264173585
Apoptotic Nuclear Changes (GO:0030262),0.10376329663151995,0.08859114088591141
Arachidonate Metabolic Process (GO:0019369),-0.09159175023847999,0.9783021697830216
Axon Guidance (GO:0007411),0.06324343504147079,0.004299570042995701
Axonogenesis (GO:0007409),0.07460743595677033,0.00019998000199980003
Bile Acid and Bile Salt Transport (GO:0015721),-0.04384034299714168,0.7512248775122488
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),-0.04653368649267775,0.9042095790420958
Calcium Ion Transport (GO:0006816),0.013454066386563657,0.3126687331266873
Carboxylic Acid Biosynthetic Process (GO:0046394),-0.02077544364416245,0.6211378862113789
Carboxylic Acid Transmembrane Transport (GO:1905039),0.04809415283569074,0.1257874212578742
Carboxylic Acid Transport (GO:0046942),0.04822528161174555,0.1406859314068593
Cell Chemotaxis (GO:0060326),0.011590597643786338,0.38116188381161886
Cell Cycle G2/M Phase Transition (GO:0044839),0.1596393243486005,0.00019998000199980003
