,total_singscore,p_value
Response to Calcium Ion (GO:0051592),0.10570678547775303,0.00039996000399960006
Positive Regulation of Intracellular Signal Transduction (GO:1902533),0.10630728226896025,9.999000099990002e-05
TP53 Regulates Transcription of Cell Death Genes,0.10641112341431158,0.006799320067993201
Cellular Response to Type II Interferon (GO:0071346),0.1065588237479842,0.006799320067993201
Parasitic Infection Pathways,0.10712910426225997,9.999000099990002e-05
Leishmania Infection,0.10712910426225997,9.999000099990002e-05
Sphingolipid Metabolism,0.10788210646880914,0.00019998000199980003
Cell-Matrix Adhesion (GO:0007160),0.10788764112229654,0.00019998000199980003
T cell receptor signaling pathway,0.10794210959937267,0.00019998000199980003
Interferon Gamma Response,0.10803534802300996,9.999000099990002e-05
Regulation of Cell Size (GO:0008361),0.10824178068205026,0.030596940305969402
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),0.10895601592244786,0.000999900009999
Signaling by SCF-KIT,0.1093133513484228,0.0057994200579942
T Cell Receptor Signaling Pathway (GO:0050852),0.11057879877661136,0.0005999400059994001
EPH-ephrin Mediated Repulsion of Cells,0.11093335580419983,0.0037996200379962005
Positive Regulation of Wnt Signaling Pathway (GO:0030177),0.11142324888226529,9.999000099990002e-05
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),0.11163740302164149,0.0415958404159584
Positive Regulation of Apoptotic Process (GO:0043065),0.11252899260869853,9.999000099990002e-05
RAF MAP Kinase Cascade,0.11281647126397043,9.999000099990002e-05
Defense Response to Virus (GO:0051607),0.11282775872713369,9.999000099990002e-05
Chromosome Condensation (GO:0030261),0.11363213476925027,0.021097890210978902
Positive Regulation of Cell-Substrate Adhesion (GO:0010811),0.11369893673859366,0.0006999300069993001
Phospholipid Transport (GO:0015914),0.11383253104955071,0.0020997900209979003
MAPK1 MAPK3 Signaling,0.11389811174246356,9.999000099990002e-05
Heme Metabolic Process (GO:0042168),0.11424836601307187,0.016698330166983303
Pperoxisome,0.11446210569438753,0.00019998000199980003
Purine Ribonucleotide Transport (GO:0015868),0.1161755812619466,0.034096590340965904
Signaling by ERBB2 TMD JMD Mutants,0.11628701256273943,0.030396960303969604
Metabolism of Water-Soluble Vitamins and Cofactors,0.11684966000478603,9.999000099990002e-05
Neuron Migration (GO:0001764),0.11694320260725233,0.0015998400159984002
PI3K-Akt signaling pathway,0.11739018473432172,9.999000099990002e-05
Regulation of Protein Localization to Membrane (GO:1905475),0.11744985292916088,0.010498950104989501
Negative Regulation of Cellular Process (GO:0048523),0.11804257508910809,9.999000099990002e-05
T Cell Differentiation (GO:0030217),0.11809024210113095,0.0033996600339966003
Apical Junction,0.11832646041496453,9.999000099990002e-05
Response to Type II Interferon (GO:0034341),0.11885780168328641,0.0013998600139986002
Chromosome Organization (GO:0051276),0.1191766603521972,0.0031996800319968005
Influenza A,0.12027946199161366,9.999000099990002e-05
"Platelet Activation, Signaling and Aggregation",0.12055811072093048,9.999000099990002e-05
Positive Regulation of Programmed Cell Death (GO:0043068),0.12097986546252326,9.999000099990002e-05
Phagocytosis (GO:0006909),0.12147867268750878,0.00039996000399960006
Positive Regulation of Protein Polymerization (GO:0032273),0.12222432969855657,0.00029997000299970003
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Intracellular Signaling Cassette (GO:0141124),0.12251011515717392,9.999000099990002e-05
Lamellipodium Organization (GO:0097581),0.12331971677559916,0.0098990100989901
Leukocyte transendothelial migration,0.1234249421956859,9.999000099990002e-05
MAPK Family Signaling Cascades,0.1236884250231528,9.999000099990002e-05
Fatty Acid Oxidation (GO:0019395),0.12392388460772885,0.0017998200179982
Regulation of Cell Migration (GO:0030334),0.12397619676983451,9.999000099990002e-05
NCAM Signaling for Neurite Out-Growth,0.1240550257170756,0.0008999100089991
Protein Processing (GO:0016485),0.12412479550212929,9.999000099990002e-05
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.12450309126021475,9.999000099990002e-05
MAPK signaling pathway,0.12473694245458122,9.999000099990002e-05
Innate Immune System,0.12484469968592782,9.999000099990002e-05
Cellular Response to Hypoxia (GO:0071456),0.1249369561081789,0.00029997000299970003
Platelet activation,0.1251365410165045,9.999000099990002e-05
Protein Maturation (GO:0051604),0.12534608495850552,9.999000099990002e-05
Liver Development (GO:0001889),0.12628374199120052,0.0098990100989901
Positive Regulation of miRNA Metabolic Process (GO:2000630),0.12651672883498877,0.000999900009999
Positive Regulation of Cell Cycle Process (GO:0090068),0.12677029230433257,9.999000099990002e-05
Positive Regulation of Cell Migration (GO:0030335),0.12684832414773828,9.999000099990002e-05
G0 and Early G1,0.12687877797745462,0.012698730126987301
"Interleukin-3, Interleukin-5 and GM-CSF Signaling",0.12721983786361468,0.0017998200179982
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),0.12778072682727648,0.023897610238976102
Extension of Telomeres,0.12798937040065417,0.0012998700129987
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Regulation of actin cytoskeleton,0.12801371670818562,9.999000099990002e-05
Wound Healing (GO:0042060),0.1280195185598636,9.999000099990002e-05
Sister Chromatid Segregation (GO:0000819),0.12884875559550724,0.0036996300369963003
Positive Regulation of Neutrophil Chemotaxis (GO:0090023),0.13010839389238182,0.0336966303369663
Positive Regulation of Granulocyte Chemotaxis (GO:0071624),0.13010839389238182,0.0336966303369663
Protein Autophosphorylation (GO:0046777),0.13039817663817665,9.999000099990002e-05
MicroRNAs in cancer,0.13099511222891846,9.999000099990002e-05
Adenine Nucleotide Transport (GO:0051503),0.1310140773959788,0.0174982501749825
Positive Regulation of miRNA Transcription (GO:1902895),0.13117855517957178,0.0007999200079992001
Hepatocellular carcinoma,0.13134376256237545,9.999000099990002e-05
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Adaptive Immune System,0.13193845425494144,9.999000099990002e-05
Interferon Alpha Response,0.13228903309500895,9.999000099990002e-05
Cellular Response to Osmotic Stress (GO:0071470),0.13245147707718485,0.0038996100389961006
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377),0.1339774759275033,0.00039996000399960006
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
Cellular Response to Decreased Oxygen Levels (GO:0036294),0.13429070322624648,9.999000099990002e-05
Regulation of Anatomical Structure Morphogenesis (GO:0022603),0.13468941369202103,9.999000099990002e-05
Regulation of Actin Filament-Based Process (GO:0032970),0.13482211626748686,9.999000099990002e-05
Fc epsilon RI signaling pathway,0.13531616808816072,0.00019998000199980003
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.13615467820443483,9.999000099990002e-05
Progesterone-mediated oocyte maturation,0.13621453537587724,9.999000099990002e-05
Oocyte meiosis,0.13667041213860986,9.999000099990002e-05
Positive Regulation of Binding (GO:0051099),0.13687237892661874,9.999000099990002e-05
Chromosome Maintenance,0.13709934537224022,9.999000099990002e-05
Extra-nuclear Estrogen Signaling,0.13739355491139926,9.999000099990002e-05
Regulation of Actin Filament Bundle Assembly (GO:0032231),0.1381523381662242,0.008599140085991401
Disorders of Transmembrane Transporters,0.13816793766100055,9.999000099990002e-05
Regulation of Endothelial Cell Migration (GO:0010594),0.1384370869448246,9.999000099990002e-05
Positive Regulation of Developmental Process (GO:0051094),0.1384560190942058,9.999000099990002e-05
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),0.13847404552571363,0.001999800019998
DAP12 Signaling,0.1389149079722628,0.0046995300469953
Regulation of Actin Cytoskeleton Organization (GO:0032956),0.13904085300177227,9.999000099990002e-05
Regulation of Cellular Component Organization (GO:0051128),0.13920881226053639,9.999000099990002e-05
DNA Strand Elongation (GO:0022616),0.14008966718371563,0.046495350464953504
Lipid and atherosclerosis,0.14011983721943355,9.999000099990002e-05
Sphingolipid De Novo Biosynthesis,0.14048410769286845,0.0016998300169983002
Necroptosis,0.14099430186680983,9.999000099990002e-05
Cytoskeleton Organization (GO:0007010),0.14132155879178487,9.999000099990002e-05
PECAM1 Interactions,0.14132446186083214,0.0446955304469553
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.14216144623283244,9.999000099990002e-05
Regulation of Vasculature Development (GO:1901342),0.1426515430069787,0.0015998400159984002
Positive Regulation of Phosphorylation (GO:0042327),0.14283986776255153,9.999000099990002e-05
Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.14285694004281002,9.999000099990002e-05
Positive Regulation of Stem Cell Proliferation (GO:2000648),0.14313744170432074,0.018698130186981302
Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),0.14316875926610373,0.00039996000399960006
DCC Mediated Attractive Signaling,0.14367068675935435,0.030596940305969402
DNA Biosynthetic Process (GO:0071897),0.14391987146387564,0.019598040195980403
Tight junction,0.14401359179294404,9.999000099990002e-05
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Estrogen Response Late,0.14463090066431405,9.999000099990002e-05
Regulation of Intracellular Signal Transduction (GO:1902531),0.1450303353037553,9.999000099990002e-05
NOD-like receptor signaling pathway,0.14512592949449044,9.999000099990002e-05
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.14584034300106707,0.0011998800119988001
Cellular Response to Hydrogen Peroxide (GO:0070301),0.14587782469875865,0.0015998400159984002
CRMPs in Sema3A Signaling,0.14596040008164923,0.023497650234976502
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),0.14656459454195625,9.999000099990002e-05
Positive Regulation of Cell-Matrix Adhesion (GO:0001954),0.14685036005439833,0.00029997000299970003
Human papillomavirus infection,0.1468841508252977,9.999000099990002e-05
Protein Metabolic Process (GO:0019538),0.14707248601840495,9.999000099990002e-05
Developmental Biology,0.14714131426418042,9.999000099990002e-05
Pathways of neurodegeneration,0.14720003353299305,9.999000099990002e-05
Sphingolipid signaling pathway,0.14721610458196333,9.999000099990002e-05
heme Metabolism,0.1475834183902488,9.999000099990002e-05
Pertussis,0.147771452437929,9.999000099990002e-05
Central carbon metabolism in cancer,0.1478536222606217,9.999000099990002e-05
Non-small cell lung cancer,0.14829304811231647,9.999000099990002e-05
Regulation of Cellular Component Size (GO:0032535),0.14830362758652316,0.0004999500049995
Signaling by WNT,0.14852844503168205,9.999000099990002e-05
Telomere Maintenance,0.14856580024559962,9.999000099990002e-05
Negative Regulation of Cell Migration (GO:0030336),0.1489576398457022,9.999000099990002e-05
Cilium Organization (GO:0044782),0.14902648236404525,9.999000099990002e-05
Glycerophospholipid Biosynthetic Process (GO:0046474),0.1492280075316338,9.999000099990002e-05
G2/M Transition of Mitotic Cell Cycle (GO:0000086),0.14927768696362897,0.0004999500049995
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Positive Regulation of Organelle Organization (GO:0010638),0.14947819589273414,9.999000099990002e-05
Pathogenic Escherichia coli infection,0.14948906974806253,9.999000099990002e-05
Regulation of miRNA Transcription (GO:1902893),0.14967005994618998,9.999000099990002e-05
C-type lectin receptor signaling pathway,0.1497181432784468,9.999000099990002e-05
Cellular Response to Reactive Oxygen Species (GO:0034614),0.14996296592559843,9.999000099990002e-05
Signaling by ERBB2 KD Mutants,0.1502283030426792,0.0053994600539946005
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
CD28 Co-Stimulation,0.15030374835498006,0.0010998900109989002
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),0.15071012665726113,0.00029997000299970003
Protein-Containing Complex Assembly (GO:0065003),0.1509856848595219,9.999000099990002e-05
Regulation of Cytoskeleton Organization (GO:0051493),0.15113832724359122,9.999000099990002e-05
Organelle Organization (GO:0006996),0.1513036080106076,9.999000099990002e-05
Regulation of Mitotic Cell Cycle (GO:0007346),0.15139606396063954,9.999000099990002e-05
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion,0.15166032938322294,0.0231976802319768
Regulation of Protein Phosphorylation (GO:0001932),0.1520902971454352,9.999000099990002e-05
Intracellular Iron Ion Homeostasis (GO:0006879),0.15246883291534907,0.00019998000199980003
ErbB signaling pathway,0.1524747205960617,9.999000099990002e-05
Relaxin signaling pathway,0.1524798414650813,9.999000099990002e-05
Cellular Response to Growth Factor Stimulus (GO:0071363),0.1527545865176717,9.999000099990002e-05
Inflammasomes,0.15310178136344987,0.007899210078992101
Positive Regulation of Endothelial Cell Migration (GO:0010595),0.15345864866867076,9.999000099990002e-05
Fluid shear stress and atherosclerosis,0.15367977518559495,9.999000099990002e-05
Reactive Oxygen Species Pathway,0.15375037473087505,0.00029997000299970003
Estrogen signaling pathway,0.15383689236822695,9.999000099990002e-05
GPVI-mediated Activation Cascade,0.1538650106226508,0.0006999300069993001
Regulation of Actin Filament Polymerization (GO:0030833),0.1539215260165262,9.999000099990002e-05
TP53 Regulates Transcription of Caspase Activators and Caspases,0.154169047813427,0.030596940305969402
Alzheimer disease,0.15449437510587916,9.999000099990002e-05
ERBB Signaling Pathway (GO:0038127),0.15462924558062363,9.999000099990002e-05
Regulation of Cell Cycle G2/M Phase Transition (GO:1902749),0.15477843105231648,0.012098790120987902
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.15493300535808507,0.00029997000299970003
Prion disease,0.15523566647634823,9.999000099990002e-05
UV Response Up,0.1556695168782538,9.999000099990002e-05
Focal adhesion,0.15631667654311865,9.999000099990002e-05
Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.15643639186208025,0.0007999200079992001
Negative Regulation of Gene Expression (GO:0010629),0.15653076594445103,9.999000099990002e-05
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.15794312331453786,0.0004999500049995
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057),0.15817825020441545,0.00019998000199980003
Telomere Extension By Telomerase,0.15833358082623028,0.005099490050994901
"Protein Localization to Chromosome, Telomeric Region (GO:0070198)",0.1584040117942228,0.021897810218978103
Legionellosis,0.15917353490314723,0.00019998000199980003
p53 Pathway,0.1592839893294984,9.999000099990002e-05
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Actin Polymerization or Depolymerization (GO:0008154),0.15949397705284385,0.00029997000299970003
Cell Cycle G2/M Phase Transition (GO:0044839),0.1596393243486005,0.00019998000199980003
Positive Regulation of Cell Cycle (GO:0045787),0.15967652948262367,9.999000099990002e-05
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.15996737130757743,9.999000099990002e-05
Positive Regulation of Protein Modification Process (GO:0031401),0.16019161073840948,9.999000099990002e-05
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.1604699021028554,9.999000099990002e-05
Signaling by Nuclear Receptors,0.16049804095170983,9.999000099990002e-05
Positive Regulation of Mitotic Cell Cycle (GO:0045931),0.160703345178287,0.0020997900209979003
E2F Targets,0.1608183874948581,9.999000099990002e-05
Mitochondrion Organization (GO:0007005),0.16108123971233157,9.999000099990002e-05
Proteoglycans in cancer,0.16178152500205611,9.999000099990002e-05
Regulation of Lamellipodium Assembly (GO:0010591),0.16185631133466605,0.0007999200079992001
Signaling by ERBB2 in Cancer,0.16206973470900932,0.0023997600239976003
Protein Modification Process (GO:0036211),0.16244609185837067,9.999000099990002e-05
Positive Regulation of Focal Adhesion Assembly (GO:0051894),0.16276516594987933,0.0086991300869913
Human T-cell leukemia virus 1 infection,0.1631985945020037,9.999000099990002e-05
Intracellular Signaling by Second Messengers,0.1632766073462849,9.999000099990002e-05
Response to Reactive Oxygen Species (GO:0000302),0.16353710897566953,9.999000099990002e-05
Protein Phosphorylation (GO:0006468),0.16387357154885362,9.999000099990002e-05
CD28 Dependent PI3K Akt Signaling,0.16455369605892312,0.0037996200379962005
Purinergic Signaling in Leishmaniasis Infection,0.16493608331631604,0.0025997400259974
Cell Recruitment (Pro-Inflammatory Response),0.16493608331631604,0.0025997400259974
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428),0.1649488014706092,0.00019998000199980003
Regulation of Cell Division (GO:0051302),0.1650737410353713,9.999000099990002e-05
Ruffle Organization (GO:0031529),0.16574722380991258,0.010198980101989802
Epithelial Mesenchymal Transition,0.1659121244208679,9.999000099990002e-05
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Mitotic Cell Cycle Phase Transition (GO:0044772),0.166536451920116,9.999000099990002e-05
TCF Dependent Signaling in Response to WNT,0.16679113309936577,9.999000099990002e-05
Positive Regulation of Protein Localization (GO:1903829),0.16682059627862755,9.999000099990002e-05
Positive Regulation of Stress Fiber Assembly (GO:0051496),0.1669109118226333,0.00019998000199980003
Positive Regulation of Microtubule Polymerization or Depolymerization (GO:0031112),0.16702942103236196,0.0011998800119988001
Mitotic Spindle Organization (GO:0007052),0.1673264931633598,9.999000099990002e-05
PIP3 Activates AKT Signaling,0.16774760169738012,9.999000099990002e-05
Transcription of E2F Targets Under Negative Control by DREAM Complex,0.16812728198758298,0.0066993300669933005
Post-translational Protein Modification,0.16855691801631933,9.999000099990002e-05
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.16921788850316521,0.001999800019998
Endodermal Cell Differentiation (GO:0035987),0.1693408366696626,0.0005999400059994001
The NLRP3 Inflammasome,0.1695874499877521,0.008899110088991101
DNA Replication (GO:0006260),0.16962411154187296,9.999000099990002e-05
Telomere Maintenance via Telomere Lengthening (GO:0010833),0.1701346562276148,0.0015998400159984002
EPH-Ephrin Signaling,0.17030940030940034,9.999000099990002e-05
TCR Signaling,0.17140335754385283,9.999000099990002e-05
GnRH signaling pathway,0.17217588847143805,9.999000099990002e-05
Cellular Response to Amino Acid Stimulus (GO:0071230),0.17228713422166897,9.999000099990002e-05
Signaling by Non-Receptor Tyrosine Kinases,0.17274333951223053,9.999000099990002e-05
Signaling by PTK6,0.17274333951223053,9.999000099990002e-05
Regulation of TP53 Activity Through Phosphorylation,0.172994812994813,9.999000099990002e-05
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
Response to Hydrogen Peroxide (GO:0042542),0.17460870453616673,9.999000099990002e-05
AGE-RAGE signaling pathway in diabetic complications,0.1750057620157166,9.999000099990002e-05
"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.17547012466555278,9.999000099990002e-05
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
G2-M Checkpoint,0.1769744960921431,9.999000099990002e-05
HIF-1 signaling pathway,0.17757075790001342,9.999000099990002e-05
Regulation of Stress Fiber Assembly (GO:0051492),0.17889091415855218,9.999000099990002e-05
Small GTPase-mediated Signal Transduction (GO:0007264),0.17975608293288103,9.999000099990002e-05
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.17995898887618633,0.0037996200379962005
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.18028224996325326,9.999000099990002e-05
Downregulation of ERBB2 Signaling,0.1803629556489269,0.00039996000399960006
Mitotic G1 Phase and G1 S Transition,0.18057398963410143,9.999000099990002e-05
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122),0.18088277735336555,9.999000099990002e-05
