,total_singscore,p_value
Influenza A,0.12027946199161366,9.999000099990002e-05
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Leukocyte transendothelial migration,0.1234249421956859,9.999000099990002e-05
MAPK Family Signaling Cascades,0.1236884250231528,9.999000099990002e-05
Regulation of Cell Migration (GO:0030334),0.12397619676983451,9.999000099990002e-05
Protein Processing (GO:0016485),0.12412479550212929,9.999000099990002e-05
Innate Immune System,0.12484469968592782,9.999000099990002e-05
Protein Maturation (GO:0051604),0.12534608495850552,9.999000099990002e-05
Positive Regulation of Cell Migration (GO:0030335),0.12684832414773828,9.999000099990002e-05
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),0.12778072682727648,0.023897610238976102
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Transcriptional misregulation in cancer,0.12802300751165785,9.999000099990002e-05
Terpenoid backbone biosynthesis,0.12847480027323221,0.0192980701929807
MicroRNAs in cancer,0.13099511222891846,9.999000099990002e-05
Macrophage Differentiation (GO:0030225),0.13156247022472678,0.017998200179982
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Adaptive Immune System,0.13193845425494144,9.999000099990002e-05
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
"Parathyroid hormone synthesis, secretion and action",0.13476566980745597,9.999000099990002e-05
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Positive Regulation of Binding (GO:0051099),0.13687237892661874,9.999000099990002e-05
Extra-nuclear Estrogen Signaling,0.13739355491139926,9.999000099990002e-05
Regulation of Release of Cytochrome C From Mitochondria (GO:0090199),0.13969117648682883,0.0018998100189981002
Lipid and atherosclerosis,0.14011983721943355,9.999000099990002e-05
Positive Regulation of Phosphorylation (GO:0042327),0.14283986776255153,9.999000099990002e-05
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Estrogen Response Late,0.14463090066431405,9.999000099990002e-05
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Protein Metabolic Process (GO:0019538),0.14707248601840495,9.999000099990002e-05
Developmental Biology,0.14714131426418042,9.999000099990002e-05
heme Metabolism,0.1475834183902488,9.999000099990002e-05
Neutrophil Degranulation,0.1479188413159238,9.999000099990002e-05
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Positive Regulation of Organelle Organization (GO:0010638),0.14947819589273414,9.999000099990002e-05
Regulation of Protein Phosphorylation (GO:0001932),0.1520902971454352,9.999000099990002e-05
Relaxin signaling pathway,0.1524798414650813,9.999000099990002e-05
Fluid shear stress and atherosclerosis,0.15367977518559495,9.999000099990002e-05
Estrogen signaling pathway,0.15383689236822695,9.999000099990002e-05
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.15493300535808507,0.00029997000299970003
UV Response Up,0.1556695168782538,9.999000099990002e-05
Hypoxia,0.1571318958804322,9.999000099990002e-05
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.15794312331453786,0.0004999500049995
Negative Regulation of Intracellular Signal Transduction (GO:1902532),0.15875473658476957,9.999000099990002e-05
Positive Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),0.15878930175581873,0.007499250074992501
Regulation of Protein Localization to Plasma Membrane (GO:1903076),0.15908104114138588,9.999000099990002e-05
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.15996737130757743,9.999000099990002e-05
Positive Regulation of Protein Modification Process (GO:0031401),0.16019161073840948,9.999000099990002e-05
Signaling by Nuclear Receptors,0.16049804095170983,9.999000099990002e-05
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234),0.16136036316923597,9.999000099990002e-05
Proteoglycans in cancer,0.16178152500205611,9.999000099990002e-05
Cholesterol Biosynthesis,0.16289382958091858,0.0017998200179982
Human T-cell leukemia virus 1 infection,0.1631985945020037,9.999000099990002e-05
Epithelial Mesenchymal Transition,0.1659121244208679,9.999000099990002e-05
Regulation of Protein Localization to Cell Periphery (GO:1904375),0.16597181948131512,0.0023997600239976003
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.16679770839330954,0.00019998000199980003
Endodermal Cell Differentiation (GO:0035987),0.1693408366696626,0.0005999400059994001
EPH-Ephrin Signaling,0.17030940030940034,9.999000099990002e-05
GnRH signaling pathway,0.17217588847143805,9.999000099990002e-05
AGE-RAGE signaling pathway in diabetic complications,0.1750057620157166,9.999000099990002e-05
Estrogen Response Early,0.17636459503208424,9.999000099990002e-05
Cholesterol Homeostasis,0.18045143760780447,9.999000099990002e-05
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Positive Regulation of Protein Binding (GO:0032092),0.1844578551642263,9.999000099990002e-05
Cellular Response to UV (GO:0034644),0.1867594638586536,9.999000099990002e-05
Protein Catabolic Process (GO:0030163),0.1876402371533572,9.999000099990002e-05
Positive Regulation of ERBB Signaling Pathway (GO:1901186),0.1880345846574203,0.0010998900109989002
Hepatitis B,0.19017672604763824,9.999000099990002e-05
Positive Regulation of Epithelial Cell Migration (GO:0010634),0.1913211732088136,9.999000099990002e-05
Erythrocytes Take up Carbon Dioxide and Release Oxygen,0.19141632653061225,0.013998600139986002
O2 CO2 Exchange in Erythrocytes,0.19141632653061225,0.013998600139986002
Diabetic cardiomyopathy,0.19200566948066577,9.999000099990002e-05
Nervous System Development,0.1925233579293122,9.999000099990002e-05
Response of Endothelial Cells to Shear Stress,0.19288743288743282,9.999000099990002e-05
Cellular Responses to Mechanical Stimuli,0.19288743288743282,9.999000099990002e-05
Axon Guidance,0.1952546602296138,9.999000099990002e-05
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.2008215818516247,9.999000099990002e-05
Regulation of Cellular Response to Stress (GO:0080135),0.20521737528428863,9.999000099990002e-05
Erythrocytes Take up Oxygen and Release Carbon Dioxide,0.21129883556426166,0.036896310368963105
Bladder cancer,0.21258810795405136,9.999000099990002e-05
ESR-mediated Signaling,0.2130378936863424,9.999000099990002e-05
Cellular Response to Angiotensin (GO:1904385),0.2136,0.007099290070992901
Activation of Gene Expression by SREBF (SREBP),0.2145601251780751,9.999000099990002e-05
Prostate cancer,0.2147611328437221,9.999000099990002e-05
Regulation of Monoatomic Anion Transport (GO:0044070),0.22261987349520507,0.0461953804619538
Macromolecule Catabolic Process (GO:0009057),0.23335798705978406,9.999000099990002e-05
Cellular Responses to Stimuli,0.23434627858839696,9.999000099990002e-05
Regulation of Cholesterol Biosynthesis by SREBP (SREBF),0.235766249697961,9.999000099990002e-05
Signaling by TGFB Family Members,0.2376191765199237,9.999000099990002e-05
Positive Regulation of Transmembrane Transport (GO:0034764),0.24099269851637584,0.00029997000299970003
Cellular Responses to Stress,0.24169151763153818,9.999000099990002e-05
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.24195825719371422,9.999000099990002e-05
Positive Regulation of Lymphocyte Differentiation (GO:0045621),0.24205429190826033,9.999000099990002e-05
MAPK6 MAPK4 Signaling,0.24215822468400638,9.999000099990002e-05
Signaling by TGFBR3,0.2545036931567055,9.999000099990002e-05
Regulation of Myotube Differentiation (GO:0010830),0.2546386280114332,9.999000099990002e-05
Regulation of Gene Expression by Hypoxia-inducible Factor,0.2605131763329387,0.0020997900209979003
Cellular Response to Hypoxia,0.2675882753919564,9.999000099990002e-05
Positive Regulation of Myotube Differentiation (GO:0010831),0.2771067129157315,0.0156984301569843
Regulation of Receptor Binding (GO:1900120),0.3076445449828301,0.0016998300169983002
TGFBR3 PTM Regulation,0.3236588506395437,9.999000099990002e-05
