,total_singscore,p_value
Regulation of Gene Expression by Hypoxia-inducible Factor,0.2605131763329387,0.0020997900209979003
Response of Endothelial Cells to Shear Stress,0.19288743288743282,9.999000099990002e-05
Reversible Hydration of Carbon Dioxide,-0.03203673469387752,0.6337366263373663
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Signaling by Nuclear Receptors,0.16049804095170983,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Signaling by SCF-KIT,0.1093133513484228,0.0057994200579942
Signaling by TGFB Family Members,0.2376191765199237,9.999000099990002e-05
Signaling by TGFBR3,0.2545036931567055,9.999000099990002e-05
TGFBR3 PTM Regulation,0.3236588506395437,9.999000099990002e-05
Transport of Small Molecules,0.06987792347855237,9.999000099990002e-05
T Cell Receptor Signaling Pathway (GO:0050852),0.11057879877661136,0.0005999400059994001
Angiotensin-Activated Signaling Pathway (GO:0038166),0.10780285611925133,0.1346865313468653
Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.0786189516776884,0.0027997200279972004
Carbon Dioxide Transport (GO:0015670),-0.11486938775510203,0.8969103089691031
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.09310750519496391,9.999000099990002e-05
Cellular Component Disassembly (GO:0022411),0.05948066209191616,0.1034896510348965
Cellular Response to UV (GO:0034644),0.1867594638586536,9.999000099990002e-05
Cellular Response to UV-A (GO:0071492),-0.04840845498369678,0.6906309369063094
Cellular Response to Angiotensin (GO:1904385),0.2136,0.007099290070992901
Cellular Response to Lipid (GO:0071396),-0.003399353224080859,0.5674432556744325
Cellular Response to Lipopolysaccharide (GO:0071222),0.028955235328376072,0.14628537146285372
Cellular Response to Molecule of Bacterial Origin (GO:0071219),0.019783332766357464,0.2420757924207579
Cellular Response to Oxygen-Containing Compound (GO:1901701),0.05278438358391846,0.00029997000299970003
Collagen Catabolic Process (GO:0030574),0.042209493860437264,0.2395760423957604
Endoderm Formation (GO:0001706),0.09780409140286284,0.0244975502449755
Endodermal Cell Differentiation (GO:0035987),0.1693408366696626,0.0005999400059994001
Ephrin Receptor Signaling Pathway (GO:0048013),0.04580758730060641,0.15578442155784422
External Encapsulating Structure Organization (GO:0045229),-0.027770547747122398,0.8347165283471653
Extracellular Matrix Disassembly (GO:0022617),0.07650780679994162,0.0613938606139386
Extracellular Matrix Organization (GO:0030198),0.02365504776164462,0.14728527147285272
Extracellular Structure Organization (GO:0043062),-0.020864663466173106,0.7675232476752325
Gas Transport (GO:0015669),-0.12178664738266304,0.9446055394460554
Isoprenoid Biosynthetic Process (GO:0008299),0.09664517182270838,0.1743825617438256
Lipid Biosynthetic Process (GO:0008610),0.04250587031127695,0.0898910108989101
Lipid Metabolic Process (GO:0006629),0.041753920542111245,0.015998400159984
Macromolecule Catabolic Process (GO:0009057),0.23335798705978406,9.999000099990002e-05
Macrophage Differentiation (GO:0030225),0.13156247022472678,0.017998200179982
Mononuclear Cell Differentiation (GO:1903131),0.07204940174533114,0.051894810518948106
Myeloid Leukocyte Differentiation (GO:0002573),0.060456283336217886,0.048095190480951906
Negative Regulation of Notch Signaling Pathway (GO:0045746),0.10606042923664039,0.026497350264973504
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234),0.16136036316923597,9.999000099990002e-05
Negative Regulation of Cation Channel Activity (GO:2001258),0.08493238117546942,0.10378962103789621
Negative Regulation of Cation Transmembrane Transport (GO:1904063),0.046881379113252186,0.2635736426357364
Negative Regulation of Epithelial Cell Differentiation (GO:0030857),-0.048582197186164855,0.7172282771722828
Negative Regulation of Intracellular Signal Transduction (GO:1902532),0.15875473658476957,9.999000099990002e-05
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.24195825719371422,9.999000099990002e-05
Negative Regulation of Ion Transmembrane Transporter Activity (GO:0032413),-0.07645281605068438,0.8623137686231377
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Negative Regulation of Signal Transduction (GO:0009968),0.07391953833470732,9.999000099990002e-05
One-Carbon Compound Transport (GO:0019755),-0.15224627191398638,0.9737026297370263
Phospholipid Biosynthetic Process (GO:0008654),0.10824820245642863,0.0282971702829717
Positive Regulation of B Cell Activation (GO:0050871),0.04893785772690107,0.11698830116988301
Positive Regulation of B Cell Differentiation (GO:0045579),0.0930408163265306,0.15828417158284172
Positive Regulation of DNA Binding (GO:0043388),0.007982452557924291,0.45115488451154884
Positive Regulation of ERBB Signaling Pathway (GO:1901186),0.1880345846574203,0.0010998900109989002
Positive Regulation of Binding (GO:0051099),0.13687237892661874,9.999000099990002e-05
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Positive Regulation of Cell Migration (GO:0030335),0.12684832414773828,9.999000099990002e-05
Positive Regulation of Cell Motility (GO:2000147),0.10923198697662384,9.999000099990002e-05
Positive Regulation of Cellular Process (GO:0048522),0.08729270572035874,9.999000099990002e-05
Positive Regulation of Cytokine Production (GO:0001819),0.04906765196841534,0.0025997400259974
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961),0.07534258293800566,0.0423957604239576
Positive Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),0.15878930175581873,0.007499250074992501
Positive Regulation of Epithelial Cell Migration (GO:0010634),0.1913211732088136,9.999000099990002e-05
Positive Regulation of Gene Expression (GO:0010628),0.10439632722720049,9.999000099990002e-05
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Positive Regulation of Inflammatory Response (GO:0050729),0.019479710927307714,0.24597540245975402
Positive Regulation of Keratinocyte Migration (GO:0051549),0.12518083162138505,0.0994900509949005
Positive Regulation of Lymphocyte Differentiation (GO:0045621),0.24205429190826033,9.999000099990002e-05
Positive Regulation of Macrophage Activation (GO:0043032),-0.039976052466868084,0.6796320367963203
Positive Regulation of Microglial Cell Activation (GO:1903980),-0.2916105602480924,0.956904309569043
Positive Regulation of Multicellular Organismal Process (GO:0051240),0.04972858118323242,0.0004999500049995
Positive Regulation of Myotube Differentiation (GO:0010831),0.2771067129157315,0.0156984301569843
Positive Regulation of Neuroinflammatory Response (GO:0150078),-0.158265306122449,0.9608039196080392
Positive Regulation of Organelle Organization (GO:0010638),0.14947819589273414,9.999000099990002e-05
Positive Regulation of Phosphorylation (GO:0042327),0.14283986776255153,9.999000099990002e-05
Positive Regulation of Protein Binding (GO:0032092),0.1844578551642263,9.999000099990002e-05
Positive Regulation of Protein Modification Process (GO:0031401),0.16019161073840948,9.999000099990002e-05
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200),0.0525316455696202,0.2101789821017898
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661),0.06851829143674637,0.054394560543945605
Positive Regulation of Striated Muscle Cell Differentiation (GO:0051155),-0.04067548711396535,0.7232276772322768
Positive Regulation of Transmembrane Transport (GO:0034764),0.24099269851637584,0.00029997000299970003
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),0.03778041483663874,0.13638636136386362
Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),0.04005374803901507,0.1161883811618838
Positive Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265),0.12504931771492322,0.09969003099690031
Positive Regulation of Type II Interferon Production (GO:0032729),-0.05639730904470458,0.921007899210079
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),0.12778072682727648,0.023897610238976102
Protein Catabolic Process (GO:0030163),0.1876402371533572,9.999000099990002e-05
Protein Maturation (GO:0051604),0.12534608495850552,9.999000099990002e-05
Protein Metabolic Process (GO:0019538),0.14707248601840495,9.999000099990002e-05
Protein Processing (GO:0016485),0.12412479550212929,9.999000099990002e-05
Proteolysis (GO:0006508),0.06339067725448122,0.00029997000299970003
Regulation of B Cell Differentiation (GO:0045577),0.06190136441098659,0.1792820717928207
Regulation of DNA Binding (GO:0051101),0.08294014160141416,0.038396160383961604
Regulation of Notch Signaling Pathway (GO:0008593),0.11895520060435394,0.00039996000399960006
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Regulation of Cation Channel Activity (GO:2001257),0.11632031901198259,0.0184981501849815
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Regulation of Cell Migration (GO:0030334),0.12397619676983451,9.999000099990002e-05
Regulation of Cellular Response to Stress (GO:0080135),0.20521737528428863,9.999000099990002e-05
Regulation of Cytokine Production (GO:0001817),0.027285698012266324,0.12338766123387661
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.16679770839330954,0.00019998000199980003
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Regulation of Inflammatory Response (GO:0050727),0.03068334964585062,0.058694130586941305
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.2008215818516247,9.999000099990002e-05
Regulation of Keratinocyte Migration (GO:0051547),0.11000634534248144,0.1060893910608939
Regulation of Microglial Cell Activation (GO:1903978),-0.09952710064968712,0.896010398960104
Regulation of Monoatomic Anion Transport (GO:0044070),0.22261987349520507,0.0461953804619538
Regulation of Myotube Differentiation (GO:0010830),0.2546386280114332,9.999000099990002e-05
Regulation of Neuroinflammatory Response (GO:0150077),-0.12943712337317625,0.9817018298170183
Regulation of Protein Localization to Cell Periphery (GO:1904375),0.16597181948131512,0.0023997600239976003
Regulation of Protein Localization to Membrane (GO:1905475),0.11744985292916088,0.010498950104989501
Regulation of Protein Localization to Plasma Membrane (GO:1903076),0.15908104114138588,9.999000099990002e-05
Regulation of Protein Phosphorylation (GO:0001932),0.1520902971454352,9.999000099990002e-05
Regulation of Receptor Binding (GO:1900120),0.3076445449828301,0.0016998300169983002
Regulation of Release of Cytochrome C From Mitochondria (GO:0090199),0.13969117648682883,0.0018998100189981002
Regulation of Tumor Necrosis Factor Production (GO:0032680),0.029550126647654662,0.1351864813518648
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.15493300535808507,0.00029997000299970003
Regulation of Type II Interferon Production (GO:0032649),-0.03521929304682142,0.8598140185981402
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.15794312331453786,0.0004999500049995
Response to UV-A (GO:0070141),-0.017436797561705686,0.5842415758424158
Response to Amyloid-Beta (GO:1904645),-0.027311556668623616,0.7330266973302669
Response to Lipopolysaccharide (GO:0032496),0.0468045078934185,0.029997000299970003
Skeletal System Development (GO:0001501),0.030619469132559973,0.11038896110388961
Zymogen Activation (GO:0031638),0.07086872770835029,0.1151884811518848
