,total_singscore,p_value
Negative Regulation of miRNA Transcription (GO:1902894),0.16285644272003275,0.0028997100289971
Negative Regulation of Multicellular Organismal Process (GO:0051241),0.0899816369839832,9.999000099990002e-05
Negative Regulation of Muscle Cell Apoptotic Process (GO:0010656),0.0824418060610248,0.15628437156284372
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898),0.15179834314996876,0.00039996000399960006
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Negative Regulation of Response to External Stimulus (GO:0032102),0.08037358646647386,0.0006999300069993001
Negative Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034392),0.14411020408163266,0.0565943405659434
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662),0.11376233223273302,0.011998800119988001
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),0.1490337661609803,9.999000099990002e-05
Negative Regulation of Tumor Necrosis Factor Production (GO:0032720),-0.00320174967516762,0.5312468753124687
Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),-0.01447010468469695,0.6325367463253675
Negative Regulation of Type II Interferon Production (GO:0032689),0.010432332328955352,0.43385661433856615
Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),0.15568313635828723,0.013298670132986702
Neuronal Action Potential (GO:0019228),-0.19079999554712807,0.9868013198680132
Nuclear Membrane Organization (GO:0071763),0.19551812973779226,0.00029997000299970003
Nuclear Receptor-Mediated Signaling Pathway (GO:0141193),0.12971684748876255,0.006799320067993201
Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518),0.20452369275321702,9.999000099990002e-05
Organic Hydroxy Compound Transport (GO:0015850),-0.037274221281441255,0.7983201679832017
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.13324930674264013,9.999000099990002e-05
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),-0.10146526662967498,0.9996000399960004
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091),0.07692876895528677,0.00019998000199980003
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
Positive Regulation of ERBB Signaling Pathway (GO:1901186),0.1880345846574203,0.0010998900109989002
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),-0.007382806655114649,0.6151384861513849
Positive Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),0.03840110914715833,0.27747225277472254
Positive Regulation of MAPK Cascade (GO:0043410),0.015635300000816366,0.16468353164683533
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Positive Regulation of Apoptotic Process (GO:0043065),0.11252899260869853,9.999000099990002e-05
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),0.10445791233739676,0.0018998100189981002
Positive Regulation of Biosynthetic Process (GO:0009891),0.13947261597254867,9.999000099990002e-05
Positive Regulation of Calcium Ion Transmembrane Transport (GO:1904427),0.06427539099464907,0.08789121087891211
Positive Regulation of Cardiocyte Differentiation (GO:1905209),-0.11232246347236963,0.8607139286071392
Positive Regulation of Cell Development (GO:0010720),0.09087567390949192,0.05649435056494351
Positive Regulation of Cell Migration (GO:0030335),0.12684832414773828,9.999000099990002e-05
Positive Regulation of Cell Motility (GO:2000147),0.10923198697662384,9.999000099990002e-05
Positive Regulation of Cell Population Proliferation (GO:0008284),0.06054583851426676,9.999000099990002e-05
Positive Regulation of Cellular Process (GO:0048522),0.08729270572035874,9.999000099990002e-05
Positive Regulation of Cytokine Production (GO:0001819),0.04906765196841534,0.0025997400259974
Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353),0.09451559989528824,0.0892910708929107
Positive Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),0.15878930175581873,0.007499250074992501
Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238),0.0821392865039462,0.05019498050194981
Positive Regulation of Gene Expression (GO:0010628),0.10439632722720049,9.999000099990002e-05
Positive Regulation of Inositol Phosphate Biosynthetic Process (GO:0060732),-0.07001766547536453,0.734026597340266
Positive Regulation of Insulin Secretion (GO:0032024),0.05847757208440407,0.1116888311168883
Positive Regulation of Interleukin-17 Production (GO:0032740),-0.00026110558336145395,0.5097490250974902
Positive Regulation of Intracellular Signal Transduction (GO:1902533),0.10630728226896025,9.999000099990002e-05
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557),0.0969667426026326,9.999000099990002e-05
Positive Regulation of Monooxygenase Activity (GO:0032770),0.003463716043333953,0.48705129487051296
Positive Regulation of Nervous System Development (GO:0051962),0.03325604190784004,0.21657834216578342
Positive Regulation of Neurogenesis (GO:0050769),0.18011699160983485,9.999000099990002e-05
Positive Regulation of Neurotransmitter Secretion (GO:0001956),-0.04336380703616033,0.6659334066593341
Positive Regulation of Neurotransmitter Transport (GO:0051590),-0.05807743658210951,0.6997300269973002
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429),0.20256719222285757,9.999000099990002e-05
Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407),0.20497880833693682,9.999000099990002e-05
Positive Regulation of Nitric-Oxide Synthase Activity (GO:0051000),0.15682126353119374,0.052594740525947405
Positive Regulation of Organelle Organization (GO:0010638),0.14947819589273414,9.999000099990002e-05
Positive Regulation of Peptide Hormone Secretion (GO:0090277),-0.014243990984325827,0.6207379262073792
+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897),0.07293777900700515,0.0004999500049995
Positive Regulation of Phospholipid Biosynthetic Process (GO:0071073),0.00224035911038567,0.5006499350064993
Positive Regulation of Phosphorylation (GO:0042327),0.14283986776255153,9.999000099990002e-05
Positive Regulation of Programmed Cell Death (GO:0043068),0.12097986546252326,9.999000099990002e-05
Positive Regulation of Protein Localization to Cell Periphery (GO:1904377),0.14688314343599562,9.999000099990002e-05
Positive Regulation of Protein Localization to Membrane (GO:1905477),0.10195577491299113,0.0013998600139986002
Positive Regulation of Protein Localization to Plasma Membrane (GO:1903078),0.1289809217685577,0.0007999200079992001
Positive Regulation of Protein Modification Process (GO:0031401),0.16019161073840948,9.999000099990002e-05
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Positive Regulation of Protein Secretion (GO:0050714),0.07351013071349244,0.0168983101689831
Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200),0.0525316455696202,0.2101789821017898
Positive Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051281),0.10617593658136004,0.024797520247975203
Positive Regulation of Secretion by Cell (GO:1903532),0.06116612111292963,0.041195880411958805
Positive Regulation of Signal Transduction (GO:0009967),0.07244104641633109,0.00029997000299970003
Positive Regulation of Small Molecule Metabolic Process (GO:0062013),0.08340562995019185,0.1272872712728727
Positive Regulation of Smooth Muscle Contraction (GO:0045987),-0.2018938775510204,0.9874012598740126
Positive Regulation of Synaptic Transmission (GO:0050806),0.023664193287321167,0.2440755924407559
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),0.14338820668498686,9.999000099990002e-05
Positive Regulation of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065),0.06554988777800441,0.3094690530946905
Progesterone Receptor Signaling Pathway (GO:0050847),0.30785306122448985,0.00019998000199980003
Protein Localization to Chromatin (GO:0071168),0.2070761113212246,9.999000099990002e-05
Protein Localization to Chromosome (GO:0034502),0.16206599351374928,0.00029997000299970003
Protein Localization to Nucleus (GO:0034504),0.2209722394922523,9.999000099990002e-05
Regulation of ERK1 and ERK2 Cascade (GO:0070372),0.04345273320657006,0.0160983901609839
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.04705177522430426,0.10278972102789721
Regulation of MAPK Cascade (GO:0043408),0.06604090532731632,0.00039996000399960006
Regulation of RNA Biosynthetic Process (GO:2001141),0.14714596588064333,9.999000099990002e-05
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Regulation of Bile Acid Biosynthetic Process (GO:0070857),-0.05346255866149768,0.6594340565943405
Regulation of Bile Acid Metabolic Process (GO:1904251),0.08799526665850577,0.30886911308869114
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122),0.18088277735336555,9.999000099990002e-05
Regulation of Cell Cycle (GO:0051726),0.16826972446139044,9.999000099990002e-05
Regulation of Cell Cycle Process (GO:0010564),0.1855573691657495,9.999000099990002e-05
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Regulation of Cell Migration (GO:0030334),0.12397619676983451,9.999000099990002e-05
Regulation of Cell Population Proliferation (GO:0042127),0.09064230092456438,9.999000099990002e-05
Regulation of Cellular Component Organization (GO:0051128),0.13920881226053639,9.999000099990002e-05
Regulation of Cholesterol Metabolic Process (GO:0090181),0.15003266639444668,0.0103989601039896
Regulation of Cytosolic Calcium Ion Concentration (GO:0051480),-0.07674624842582889,0.939006099390061
Regulation of Endothelial Cell Apoptotic Process (GO:2000351),0.015768272594980814,0.36236376362363765
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.16679770839330954,0.00019998000199980003
Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.1320070095223307,0.00039996000399960006
Regulation of Fat Cell Differentiation (GO:0045598),0.10487315875613745,0.0011998800119988001
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Regulation of Inflammatory Response (GO:0050727),0.03068334964585062,0.058694130586941305
Regulation of Insulin Secretion (GO:0050796),0.05469058039459107,0.04839516048395161
Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0061178),0.030554874894497486,0.3070692930706929
Regulation of Interleukin-17 Production (GO:0032660),0.0004995413016978256,0.5014498550144986
Regulation of Ketone Metabolic Process (GO:0010565),0.23401085669972654,0.0053994600539946005
Regulation of Leukocyte Activation (GO:0002694),-0.010194340908305899,0.5558444155584441
Regulation of Lipid Biosynthetic Process (GO:0046890),0.1393105983255054,0.0082991700829917
Regulation of Low-Density Lipoprotein Particle Clearance (GO:0010988),0.1721859130951895,0.05749425057494251
Regulation of miRNA Transcription (GO:1902893),0.14967005994618998,9.999000099990002e-05
Regulation of Neurogenesis (GO:0050767),0.1361871852691351,0.00029997000299970003
Regulation of Neurotransmitter Secretion (GO:0046928),0.02511973880123941,0.298970102989701
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428),0.1649488014706092,0.00019998000199980003
Regulation of Nitric-Oxide Synthase Activity (GO:0050999),0.1067775960007662,0.0923907609239076
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),0.09171383458838611,9.999000099990002e-05
Regulation of Protein Localization to Plasma Membrane (GO:1903076),0.15908104114138588,9.999000099990002e-05
Regulation of Protein Phosphorylation (GO:0001932),0.1520902971454352,9.999000099990002e-05
Regulation of Release of Cytochrome C From Mitochondria (GO:0090199),0.13969117648682883,0.0018998100189981002
Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051279),0.06336640174026786,0.07129287071292871
Regulation of Small Molecule Metabolic Process (GO:0062012),0.1906169738643656,0.00019998000199980003
Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034391),0.1602692323392817,0.0202979702029797
Regulation of Steroid Biosynthetic Process (GO:0050810),-0.11778172367812334,0.9263073692630737
Regulation of Steroid Metabolic Process (GO:0019218),0.16287177672527986,0.008599140085991401
Regulation of Tumor Necrosis Factor Production (GO:0032680),0.029550126647654662,0.1351864813518648
Regulation of Type II Interferon Production (GO:0032649),-0.03521929304682142,0.8598140185981402
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.15794312331453786,0.0004999500049995
Regulation of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901),-0.03158152440019585,0.5573442655734426
Response to Bile Acid (GO:1903412),-0.14924709243011625,0.8709129087091291
Response to Estradiol (GO:0032355),0.0854901587042256,0.06059394060593941
Response to Estrogen (GO:0043627),0.1716748366013071,0.0005999400059994001
Response to Fatty Acid (GO:0070542),-0.0545738158081181,0.783021697830217
Response to Glucose (GO:0009749),0.2095635501586618,9.999000099990002e-05
Response to Molecule of Bacterial Origin (GO:0002237),0.05371385565291387,0.0832916708329167
Response to Peptide Hormone (GO:0043434),0.23513893120694396,9.999000099990002e-05
Response to Tumor Necrosis Factor (GO:0034612),0.12762787845289625,9.999000099990002e-05
Steroid Hormone Receptor Signaling Pathway (GO:0043401),0.17671170435681816,0.015998400159984
Steroid Metabolic Process (GO:0008202),-0.03503754139610432,0.8652134786521348
Sterol Homeostasis (GO:0055092),0.02045117455719392,0.280971902809719
Transcription Initiation at RNA Polymerase II Promoter (GO:0006367),0.16857376596332418,9.999000099990002e-05
Transcription Preinitiation Complex Assembly (GO:0070897),0.160562551103843,0.00019998000199980003
Triglyceride Homeostasis (GO:0070328),0.061803735197880405,0.1257874212578742
Vasodilation (GO:0042311),-0.0003189556626112533,0.5052494750524947
Xenobiotic Catabolic Process (GO:0042178),-0.049383339529666115,0.7734226577342266
Xenobiotic Transport (GO:0042908),-0.11259882792604803,0.9566043395660434
