,total_singscore,p_value
Gap-filling DNA Repair Synthesis and Ligation in GG-NER,0.22357933428629773,9.999000099990002e-05
Gap-filling DNA Repair Synthesis and Ligation in TC-NER,0.22549571968417492,9.999000099990002e-05
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
Global Genome Nucleotide Excision Repair (GG-NER),0.2510698007197639,9.999000099990002e-05
HDR Through Homologous Recombination (HRR),0.18139643801204264,9.999000099990002e-05
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.17885143312804552,9.999000099990002e-05
Homology Directed Repair,0.1783744411326379,9.999000099990002e-05
Inhibition of Replication Initiation of Damaged DNA by RB1 E2F1,0.14254649705929456,0.0354964503549645
Interconversion of Nucleotide Di- and Triphosphates,0.1512904448065988,0.0018998100189981002
Lagging Strand Synthesis,0.126547570436913,0.024897510248975102
Leading Strand Synthesis,0.15242138658206594,0.022497750224977502
Metabolism of Nucleotides,0.12611542020124356,9.999000099990002e-05
Mismatch Repair,0.1359638021364904,0.032296770322967704
Mismatch Repair (MMR) Directed by MSH2 MSH3 (MutSbeta),0.12235816926378651,0.05369463053694631
Mismatch Repair (MMR) Directed by MSH2 MSH6 (MutSalpha),0.1400753475786134,0.0336966303369663
Mitotic G1 Phase and G1 S Transition,0.18057398963410143,9.999000099990002e-05
Nucleotide Excision Repair,0.2467496592568308,9.999000099990002e-05
Nucleotide Salvage,0.15096633601615628,0.0072992700729927005
PCNA-Dependent Long Patch Base Excision Repair,0.1737641195561077,0.0028997100289971
Polymerase Switching,0.15242138658206594,0.022497750224977502
Polymerase Switching on the C-strand of the Telomere,0.17443259648373188,0.0012998700129987
Processive Synthesis on the C-strand of the Telomere,0.16473183489531062,0.0071992800719928
Processive Synthesis on the Lagging Strand,0.11731237667551209,0.0575942405759424
Purine Salvage,0.1316672109287833,0.057394260573942604
Pyrimidine Salvage,0.16500673496877427,0.027097290270972903
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
Recognition of DNA Damage by PCNA-containing Replication Complex,0.2397140522875817,9.999000099990002e-05
Removal of the Flap Intermediate,0.11584107026220025,0.0643935606439356
Removal of the Flap Intermediate From the C-strand,0.18198837122731337,0.003999600039996
Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,0.16788809475188893,0.0020997900209979003
Resolution of Abasic Sites (AP Sites),0.19505105727705996,9.999000099990002e-05
S Phase,0.21274886777165292,9.999000099990002e-05
Synthesis of DNA,0.1990112675743484,9.999000099990002e-05
Telomere C-strand (Lagging Strand) Synthesis,0.142095978773925,0.0023997600239976003
Telomere C-strand Synthesis Initiation,0.1943738793761245,0.0064993500649935
Telomere Maintenance,0.14856580024559962,9.999000099990002e-05
Termination of Translesion DNA Synthesis,0.20506296470299856,9.999000099990002e-05
Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.24386424438767373,9.999000099990002e-05
Transcriptional Regulation by E2F6,0.23051392480509125,9.999000099990002e-05
Translesion Synthesis by Y Family DNA Polymerases Bypasses Lesions on DNA Template,0.2135910428244524,9.999000099990002e-05
DNA Biosynthetic Process (GO:0071897),0.14391987146387564,0.019598040195980403
DNA Damage Response (GO:0006974),0.18696774411366068,9.999000099990002e-05
DNA Metabolic Process (GO:0006259),0.18990848257303095,9.999000099990002e-05
DNA Repair (GO:0006281),0.1999725280573108,9.999000099990002e-05
DNA Replication (GO:0006260),0.16962411154187296,9.999000099990002e-05
DNA Replication Initiation (GO:0006270),0.07246304949355298,0.12738726127387262
DNA Strand Elongation (GO:0022616),0.14008966718371563,0.046495350464953504
DNA Strand Elongation Involved in DNA Replication (GO:0006271),0.16619724059106866,0.020897910208979104
DNA Synthesis Involved in DNA Repair (GO:0000731),0.17996682291732113,0.000999900009999
DNA-templated DNA Replication (GO:0006261),0.15156168599086495,0.00019998000199980003
DNA-templated DNA Replication Maintenance of Fidelity (GO:0045005),0.12873665895980757,0.0016998300169983002
G1/S Transition of Mitotic Cell Cycle (GO:0000082),0.15266666666666673,9.999000099990002e-05
RNA Biosynthetic Process (GO:0032774),0.207879388755579,9.999000099990002e-05
UDP Metabolic Process (GO:0046048),0.1800326463986942,0.0867913208679132
UV-damage Excision Repair (GO:0070914),0.28340488851121937,0.00019998000199980003
Base-Excision Repair (GO:0006284),0.2275414652191119,9.999000099990002e-05
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.2598157995317063,0.0005999400059994001
Carbohydrate Derivative Biosynthetic Process (GO:1901137),0.1856699716615049,9.999000099990002e-05
Cell Cycle G1/S Phase Transition (GO:0044843),0.15731150249113324,9.999000099990002e-05
Cellular Response to UV (GO:0034644),0.1867594638586536,9.999000099990002e-05
Cellular Response to Light Stimulus (GO:0071482),0.19257597442426722,9.999000099990002e-05
Double-Strand Break Repair (GO:0006302),0.1925296656462362,9.999000099990002e-05
Double-Strand Break Repair via Nonhomologous End Joining (GO:0006303),0.22595935109619814,9.999000099990002e-05
Fatty Acid Homeostasis (GO:0055089),0.08704179874744344,0.18588141185881413
Mitochondrial DNA Metabolic Process (GO:0032042),0.19474719024682297,0.008399160083991601
Mitochondrial DNA Replication (GO:0006264),0.24621183411943737,0.009999000099990002
Mitotic DNA Replication (GO:1902969),0.15828571428571425,0.0400959904009599
Mitotic Cell Cycle Phase Transition (GO:0044772),0.166536451920116,9.999000099990002e-05
Negative Regulation of Gene Expression (GO:0010629),0.15653076594445103,9.999000099990002e-05
Negative Regulation of Protein Metabolic Process (GO:0051248),0.173168440237485,9.999000099990002e-05
Negative Regulation of Translation (GO:0017148),0.20793567898200493,9.999000099990002e-05
Nucleic Acid Biosynthetic Process (GO:0141187),0.16433789022648437,0.10618938106189381
Nucleobase-Containing Small Molecule Interconversion (GO:0015949),0.17619708373901732,0.0537946205379462
Nucleobase-Containing Small Molecule Metabolic Process (GO:0055086),0.12853252189701259,0.034096590340965904
Nucleoside Diphosphate Metabolic Process (GO:0009132),0.13133910109914027,0.1382861713828617
Nucleoside Phosphate Biosynthetic Process (GO:1901293),0.11772778412905804,0.041495850414958506
Nucleoside Phosphate Metabolic Process (GO:0006753),-0.07181149631874961,0.9089091090890911
Nucleotide Biosynthetic Process (GO:0009165),0.15969727280150237,0.012698730126987301
Nucleotide Metabolic Process (GO:0009117),0.10506299834000055,0.11048895110488952
Nucleotide-Excision Repair (GO:0006289),0.22014494441920007,9.999000099990002e-05
"Nucleotide-Excision Repair, DNA Gap Filling (GO:0006297)",0.1950336665986533,0.06999300069993
One-Carbon Metabolic Process (GO:0006730),0.2951265306122448,0.0004999500049995
Organophosphate Biosynthetic Process (GO:0090407),0.07689174973445545,0.070992900709929
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087),0.14743851621864534,0.0014998500149985001
Positive Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010971),0.14504683782871908,0.014298570142985701
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808),0.13614575305355103,0.0011998800119988001
Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751),0.1717464583766446,0.0025997400259974
Positive Regulation of Cell Cycle Process (GO:0090068),0.12677029230433257,9.999000099990002e-05
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992),0.1530727495355514,9.999000099990002e-05
Pyrimidine Nucleotide Metabolic Process (GO:0006220),0.12309230392556925,0.19978002199780023
Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220),0.12106097795605208,0.134986501349865
Pyrimidine Ribonucleotide Metabolic Process (GO:0009218),0.12810038767598453,0.1638836116388361
Regulation of G0 to G1 Transition (GO:0070316),0.2116396015544595,9.999000099990002e-05
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045),0.18441984111806264,9.999000099990002e-05
Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389),0.07446023639282062,0.06519348065193481
Regulation of Cytokine Production (GO:0001817),0.027285698012266324,0.12338766123387661
Regulation of Translation (GO:0006417),0.2708852344474726,9.999000099990002e-05
Regulation of Type I Interferon Production (GO:0032479),0.1806961005890534,9.999000099990002e-05
Response to UV (GO:0009411),0.21976869022057388,9.999000099990002e-05
Response to Light Stimulus (GO:0009416),0.15556652849154284,0.00019998000199980003
Tetrahydrofolate Interconversion (GO:0035999),0.22505169224072263,0.027297270272972702
Tetrahydrofolate Metabolic Process (GO:0046653),0.26652244897959176,0.0008999100089991
Translesion Synthesis (GO:0019985),0.22555268900445835,9.999000099990002e-05
