,total_singscore,p_value
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Transcriptional misregulation in cancer,0.12802300751165785,9.999000099990002e-05
DNA-templated DNA Replication Maintenance of Fidelity (GO:0045005),0.12873665895980757,0.0016998300169983002
Notch Signaling,0.1300721566304437,0.005099490050994901
Protein Autophosphorylation (GO:0046777),0.13039817663817665,9.999000099990002e-05
MicroRNAs in cancer,0.13099511222891846,9.999000099990002e-05
Hepatocellular carcinoma,0.13134376256237545,9.999000099990002e-05
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Interleukin-7 Signaling,0.13274861988570186,0.0168983101689831
Cytokine Signaling in Immune System,0.13400198587884038,9.999000099990002e-05
Signaling by Interleukins,0.13612444491012698,9.999000099990002e-05
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808),0.13614575305355103,0.0011998800119988001
Progesterone-mediated oocyte maturation,0.13621453537587724,9.999000099990002e-05
Signaling by Insulin Receptor,0.13638730121457832,9.999000099990002e-05
Oocyte meiosis,0.13667041213860986,9.999000099990002e-05
Chromosome Maintenance,0.13709934537224022,9.999000099990002e-05
Extra-nuclear Estrogen Signaling,0.13739355491139926,9.999000099990002e-05
Recycling Pathway of L1,0.13840543091340118,0.0007999200079992001
Positive Regulation of Developmental Process (GO:0051094),0.1384560190942058,9.999000099990002e-05
Necroptosis,0.14099430186680983,9.999000099990002e-05
Mitotic DNA Damage Checkpoint Signaling (GO:0044773),0.1430037522294676,0.00019998000199980003
Glioma,0.14312201181567807,9.999000099990002e-05
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),0.14338820668498686,9.999000099990002e-05
Positive Regulation of Cellular Component Biogenesis (GO:0044089),0.14386688447529916,9.999000099990002e-05
Tight junction,0.14401359179294404,9.999000099990002e-05
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Estrogen Response Late,0.14463090066431405,9.999000099990002e-05
Positive Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010971),0.14504683782871908,0.014298570142985701
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Peptidyl-Threonine Phosphorylation (GO:0018107),0.14664701590544282,0.0014998500149985001
Meiotic Recombination,0.14680935839803844,0.0005999400059994001
Positive Regulation of Cell-Matrix Adhesion (GO:0001954),0.14685036005439833,0.00029997000299970003
Human papillomavirus infection,0.1468841508252977,9.999000099990002e-05
Developmental Biology,0.14714131426418042,9.999000099990002e-05
mTOR signaling pathway,0.14727244422114816,9.999000099990002e-05
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087),0.14743851621864534,0.0014998500149985001
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),0.14754791449239302,0.0013998600139986002
Cellular Response to Interleukin-4 (GO:0071353),0.14765831224317638,0.036896310368963105
Central carbon metabolism in cancer,0.1478536222606217,9.999000099990002e-05
Non-small cell lung cancer,0.14829304811231647,9.999000099990002e-05
Telomere Maintenance,0.14856580024559962,9.999000099990002e-05
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),0.1490337661609803,9.999000099990002e-05
G2/M Transition of Mitotic Cell Cycle (GO:0000086),0.14927768696362897,0.0004999500049995
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Ras Protein Signal Transduction (GO:0007265),0.15020603680397493,9.999000099990002e-05
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
Long-term potentiation,0.15033262087867139,9.999000099990002e-05
Regulation of Mitotic Cell Cycle (GO:0007346),0.15139606396063954,9.999000099990002e-05
Measles,0.15187952712860464,9.999000099990002e-05
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.15212344165133873,0.00029997000299970003
G1/S Transition of Mitotic Cell Cycle (GO:0000082),0.15266666666666673,9.999000099990002e-05
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992),0.1530727495355514,9.999000099990002e-05
Replication Fork Processing (GO:0031297),0.15426814790204224,0.00029997000299970003
Hepatitis C,0.15427361405461715,9.999000099990002e-05
Regulation of Cell Cycle G2/M Phase Transition (GO:1902749),0.15477843105231648,0.012098790120987902
Regulation of Monocyte Differentiation (GO:0045655),0.1552890306819359,0.0245975402459754
UV Response Up,0.1556695168782538,9.999000099990002e-05
Negative Regulation of DNA-templated Transcription (GO:0045892),0.15598426395456144,9.999000099990002e-05
p53 signaling pathway,0.15604157289578136,9.999000099990002e-05
Response to Cytokine (GO:0034097),0.15625243946995548,9.999000099990002e-05
Focal adhesion,0.15631667654311865,9.999000099990002e-05
Negative Regulation of FLT3,0.1572960468122746,0.0164983501649835
Cell Cycle G1/S Phase Transition (GO:0044843),0.15731150249113324,9.999000099990002e-05
Post-Translational Protein Modification (GO:0043687),0.1573222412994304,0.00029997000299970003
Toll-like Receptor Cascades,0.15767427112782584,9.999000099990002e-05
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Telomere Extension By Telomerase,0.15833358082623028,0.005099490050994901
Negative Regulation of Intracellular Signal Transduction (GO:1902532),0.15875473658476957,9.999000099990002e-05
Gliogenesis (GO:0042063),0.15899972007091534,0.0174982501749825
Epstein-Barr virus infection,0.15929353721303163,9.999000099990002e-05
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Cell Cycle G2/M Phase Transition (GO:0044839),0.1596393243486005,0.00019998000199980003
Telomere Maintenance in Response to DNA Damage (GO:0043247),0.1599240692357936,0.017198280171982803
Hedgehog signaling pathway,0.16023000707441093,9.999000099990002e-05
Kaposi sarcoma-associated herpesvirus infection,0.16033164849734016,9.999000099990002e-05
Signaling by Nuclear Receptors,0.16049804095170983,9.999000099990002e-05
Human cytomegalovirus infection,0.16051995063759772,9.999000099990002e-05
E2F Targets,0.1608183874948581,9.999000099990002e-05
Regulation of TOR Signaling (GO:0032006),0.16135957096273834,9.999000099990002e-05
Proteoglycans in cancer,0.16178152500205611,9.999000099990002e-05
Protein Modification Process (GO:0036211),0.16244609185837067,9.999000099990002e-05
Negative Regulation of Signal Transduction by P53 Class Mediator (GO:1901797),0.1626031033074724,0.006399360063993601
Meiosis,0.16265303264408248,9.999000099990002e-05
Human T-cell leukemia virus 1 infection,0.1631985945020037,9.999000099990002e-05
Intracellular Signaling by Second Messengers,0.1632766073462849,9.999000099990002e-05
DNA-templated Transcription (GO:0006351),0.16368162831990474,9.999000099990002e-05
DNA-templated Transcription Initiation (GO:0006352),0.16379596470136226,9.999000099990002e-05
Protein Phosphorylation (GO:0006468),0.16387357154885362,9.999000099990002e-05
Growth Hormone Receptor Signaling Pathway (GO:0060396),0.16514562383970455,0.009599040095990401
Cell cycle,0.165336284708685,9.999000099990002e-05
Generic Transcription Pathway,0.1660544297626919,9.999000099990002e-05
Signaling by Receptor Tyrosine Kinases,0.16635260308204913,9.999000099990002e-05
Mitotic Cell Cycle Phase Transition (GO:0044772),0.166536451920116,9.999000099990002e-05
Positive Regulation of Protein Localization (GO:1903829),0.16682059627862755,9.999000099990002e-05
PIP3 Activates AKT Signaling,0.16774760169738012,9.999000099990002e-05
Small cell lung cancer,0.16778931376171236,9.999000099990002e-05
Regulation of Cell Cycle (GO:0051726),0.16826972446139044,9.999000099990002e-05
Post-translational Protein Modification,0.16855691801631933,9.999000099990002e-05
Transcription Initiation at RNA Polymerase II Promoter (GO:0006367),0.16857376596332418,9.999000099990002e-05
Processing of DNA Double-Strand Break Ends,0.168886485854571,9.999000099990002e-05
Transcriptional Regulation of White Adipocyte Differentiation,0.16906109291854277,9.999000099990002e-05
DNA Replication (GO:0006260),0.16962411154187296,9.999000099990002e-05
"Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518)",0.1700443696402385,0.015798420157984203
Regulation of Cell-Matrix Adhesion (GO:0001952),0.17021629556909956,9.999000099990002e-05
Regulation of Cell Differentiation (GO:0045595),0.1707469361644437,9.999000099990002e-05
Cyclin A B1 B2 Associated Events During G2 M Transition,0.17122709575539774,0.0021997800219978004
Negative Regulation of Supramolecular Fiber Organization (GO:1902904),0.17143459140921902,9.999000099990002e-05
Transcription of the HIV Genome,0.17150631283609996,9.999000099990002e-05
Adipogenesis,0.17159951209979885,9.999000099990002e-05
Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751),0.1717464583766446,0.0025997400259974
Signaling by PTK6,0.17274333951223053,9.999000099990002e-05
Signaling by Non-Receptor Tyrosine Kinases,0.17274333951223053,9.999000099990002e-05
Regulation of TP53 Activity Through Phosphorylation,0.172994812994813,9.999000099990002e-05
Prolactin signaling pathway,0.17360511037336568,9.999000099990002e-05
FoxO signaling pathway,0.17372160497346156,9.999000099990002e-05
Insulin resistance,0.17385702580909457,9.999000099990002e-05
Negative Regulation of Microtubule Polymerization (GO:0031115),0.17411285803873255,0.0201979802019798
RNA Polymerase II Transcription,0.1745351895540438,9.999000099990002e-05
AGE-RAGE signaling pathway in diabetic complications,0.1750057620157166,9.999000099990002e-05
Gene Expression (Transcription),0.17612247149195204,9.999000099990002e-05
Pausing and Recovery of Tat-mediated HIV Elongation,0.1763190415883651,0.0004999500049995
Tat-mediated HIV Elongation Arrest and Recovery,0.1763190415883651,0.0004999500049995
Estrogen Response Early,0.17636459503208424,9.999000099990002e-05
G2-M Checkpoint,0.1769744960921431,9.999000099990002e-05
Cell Cycle Checkpoints,0.17736583958453545,9.999000099990002e-05
G2 M Checkpoints,0.17815492730292837,9.999000099990002e-05
Homology Directed Repair,0.1783744411326379,9.999000099990002e-05
Toll Like Receptor 4 (TLR4) Cascade,0.17839739943304478,9.999000099990002e-05
Hedgehog Signaling,0.17853185612714972,0.00019998000199980003
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.17885143312804552,9.999000099990002e-05
Positive Regulation of DNA Metabolic Process (GO:0051054),0.17888389699290075,9.999000099990002e-05
Cellular senescence,0.1793177234268989,9.999000099990002e-05
Formation of HIV-1 Elongation Complex Containing HIV-1 Tat,0.17957295095977355,9.999000099990002e-05
Tat-mediated Elongation of the HIV-1 Transcript,0.17957295095977355,9.999000099990002e-05
HIV Transcription Elongation,0.17957295095977355,9.999000099990002e-05
Small GTPase-mediated Signal Transduction (GO:0007264),0.17975608293288103,9.999000099990002e-05
TOR Signaling (GO:0031929),0.17982091061361227,0.00029997000299970003
Mitotic G1 Phase and G1 S Transition,0.18057398963410143,9.999000099990002e-05
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Regulation of Muscle Cell Differentiation (GO:0051147),0.18169965523879528,0.0016998300169983002
Transcriptional Regulation of Granulopoiesis,0.18261234870676923,9.999000099990002e-05
Cell Cycle,0.18298779061964598,9.999000099990002e-05
Phosphorylation (GO:0016310),0.18324556470609965,9.999000099990002e-05
Thermogenesis,0.18332634756291544,9.999000099990002e-05
Telomere Maintenance (GO:0000723),0.1837767851477886,9.999000099990002e-05
DNA Damage Telomere Stress Induced Senescence,0.18419810999373187,9.999000099990002e-05
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045),0.18441984111806264,9.999000099990002e-05
RNA Polymerase II Pre-transcription Events,0.18484168018532177,9.999000099990002e-05
FLT3 Signaling,0.1849406840900879,9.999000099990002e-05
Myc Targets V2,0.18535610936556912,9.999000099990002e-05
DNA Replication,0.1856259859910393,9.999000099990002e-05
STAT5 Activation Downstream of FLT3 ITD Mutants,0.1864,0.016798320167983202
DNA Damage Response (GO:0006974),0.18696774411366068,9.999000099990002e-05
Peptidyl-Serine Modification (GO:0018209),0.186978617068424,9.999000099990002e-05
Cyclin D Associated Events in G1,0.18788469951581244,9.999000099990002e-05
G1 Phase,0.18788469951581244,9.999000099990002e-05
"Cell Cycle, Mitotic",0.1884735584349989,9.999000099990002e-05
Toll Like Receptor TLR1 TLR2 Cascade,0.18888710879284654,9.999000099990002e-05
Toll Like Receptor 2 (TLR2) Cascade,0.18888710879284654,9.999000099990002e-05
DNA Metabolic Process (GO:0006259),0.18990848257303095,9.999000099990002e-05
Hepatitis B,0.19017672604763824,9.999000099990002e-05
Regulation of Erythrocyte Differentiation (GO:0045646),0.1904884699188626,9.999000099990002e-05
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990),0.19118854753356573,9.999000099990002e-05
Transcription by RNA Polymerase II (GO:0006366),0.19129011923265316,9.999000099990002e-05
Potential Therapeutics for SARS,0.19154962050372426,9.999000099990002e-05
Mitotic G2-G2 M Phases,0.19191832501599027,9.999000099990002e-05
Nervous System Development,0.1925233579293122,9.999000099990002e-05
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,0.19254230444007225,9.999000099990002e-05
Toll Like Receptor TLR6 TLR2 Cascade,0.19254230444007225,9.999000099990002e-05
Thyroid hormone signaling pathway,0.1929855547733409,9.999000099990002e-05
"Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)",0.19298822271000238,9.999000099990002e-05
Signaling by NTRKs,0.19398099424505455,9.999000099990002e-05
AMPK signaling pathway,0.19459622313896552,9.999000099990002e-05
Yersinia infection,0.19480876988385143,9.999000099990002e-05
Interleukin-15 Signaling,0.1948131473360083,0.004399560043995601
Viral carcinogenesis,0.1950900743192705,9.999000099990002e-05
Axon Guidance,0.1952546602296138,9.999000099990002e-05
DNA Double-Strand Break Repair,0.19573890614924683,9.999000099990002e-05
Formation of HIV Elongation Complex in the Absence of HIV Tat,0.1957858164725118,9.999000099990002e-05
Growth Hormone Receptor Signaling Pathway via JAK-STAT (GO:0060397),0.19594693877551028,0.0122987701229877
G2 M Transition,0.19602936475316257,9.999000099990002e-05
Transcriptional Regulation by RUNX1,0.19623800780053346,9.999000099990002e-05
Pre-NOTCH Transcription and Translation,0.19704578904333614,9.999000099990002e-05
Neurotrophin signaling pathway,0.1975438659026707,9.999000099990002e-05
G1 S Transition,0.1978109197758644,9.999000099990002e-05
Signaling by ALK,0.19782755843943656,0.00029997000299970003
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.19817275041650906,9.999000099990002e-05
HIV Elongation Arrest and Recovery,0.19850979460000184,9.999000099990002e-05
Pausing and Recovery of HIV Elongation,0.19850979460000184,9.999000099990002e-05
TP53 Regulates Transcription of Cell Cycle Genes,0.19851212556348663,9.999000099990002e-05
Toll Like Receptor 7 8 (TLR7 8) Cascade,0.19896431520622293,9.999000099990002e-05
Synthesis of DNA,0.1990112675743484,9.999000099990002e-05
Transcriptional Regulation by TP53,0.19917798124427077,9.999000099990002e-05
RNA Polymerase II Transcription Elongation,0.2007176674766703,9.999000099990002e-05
Formation of RNA Pol II Elongation Complex,0.2007176674766703,9.999000099990002e-05
Negative Regulation of Myeloid Cell Differentiation (GO:0045638),0.20085545120457338,0.0005999400059994001
Regulation of Programmed Cell Death (GO:0043067),0.20124657167114646,9.999000099990002e-05
Oxidative Stress Induced Senescence,0.20130168101158863,9.999000099990002e-05
Nuclear Events (Kinase and Transcription Factor Activation),0.2030271462404426,9.999000099990002e-05
Positive Regulation by Host of Viral Transcription (GO:0043923),0.20337023063011994,0.0008999100089991
DNA Repair,0.2036717641585657,9.999000099990002e-05
Toll Like Receptor 9 (TLR9) Cascade,0.20378124950931042,9.999000099990002e-05
DNA Replication Pre-Initiation,0.20454194023250127,9.999000099990002e-05
Regulation of TP53 Activity,0.2047244384642758,9.999000099990002e-05
Regulation of Cellular Response to Stress (GO:0080135),0.20521737528428863,9.999000099990002e-05
TORC1 Signaling (GO:0038202),0.20546926973132784,0.0007999200079992001
Interleukin-9 Signaling,0.20563954267990503,0.0282971702829717
Cellular Senescence,0.20686562671045428,9.999000099990002e-05
Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,0.20704171320131126,9.999000099990002e-05
Regulation of Microtubule Polymerization (GO:0031113),0.2070653302049983,9.999000099990002e-05
Regulation of DNA Metabolic Process (GO:0051052),0.20729319087125841,9.999000099990002e-05
Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.2074202276867606,9.999000099990002e-05
HIV Life Cycle,0.20794721125663218,9.999000099990002e-05
Late Phase of HIV Life Cycle,0.2079738414607658,9.999000099990002e-05
Negative Regulation of Protein Localization (GO:1903828),0.20837606610137427,9.999000099990002e-05
Signaling by NTRK1 (TRKA),0.20866173705469282,9.999000099990002e-05
RNA Polymerase II Transcribes snRNA Genes,0.20885169422164018,9.999000099990002e-05
Colorectal cancer,0.20891288781907236,9.999000099990002e-05
Acute myeloid leukemia,0.20992837761766459,9.999000099990002e-05
MyD88 Dependent Cascade Initiated on Endosome,0.21002785743547725,9.999000099990002e-05
Transcriptional Regulation by RUNX2,0.21006765924625315,9.999000099990002e-05
Thyroid cancer,0.21048292602658647,9.999000099990002e-05
TP53 Regulates Transcription of DNA Repair Genes,0.21059839976355355,9.999000099990002e-05
MITF-M-regulated Melanocyte Development,0.21143080508911782,9.999000099990002e-05
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,0.2114725974256514,9.999000099990002e-05
Infectious Disease,0.21163015849336175,9.999000099990002e-05
Diseases of Mitotic Cell Cycle,0.2118812477417802,9.999000099990002e-05
PTK6 Regulates Cell Cycle,0.21198579823702257,0.036196380361963806
Senescence-Associated Secretory Phenotype (SASP),0.21199290400321325,9.999000099990002e-05
Bladder cancer,0.21258810795405136,9.999000099990002e-05
S Phase,0.21274886777165292,9.999000099990002e-05
Signaling by FLT3 ITD and TKD Mutants,0.2129705233934841,0.0010998900109989002
ESR-mediated Signaling,0.2130378936863424,9.999000099990002e-05
Prostate cancer,0.2147611328437221,9.999000099990002e-05
Regulation of Myeloid Cell Differentiation (GO:0045637),0.21511271747120808,9.999000099990002e-05
UV Response Dn,0.21594241064507003,9.999000099990002e-05
Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968),0.21754059203230303,9.999000099990002e-05
Pre-NOTCH Expression and Processing,0.21972052384423513,9.999000099990002e-05
Response to UV (GO:0009411),0.21976869022057388,9.999000099990002e-05
HIV Infection,0.22011909383842165,9.999000099990002e-05
Deubiquitination,0.22129354375040833,9.999000099990002e-05
MyD88-independent TLR4 Cascade,0.22148973563461827,9.999000099990002e-05
TRIF (TICAM1)-mediated TLR4 Signaling,0.22148973563461827,9.999000099990002e-05
Endometrial cancer,0.22357172673274017,9.999000099990002e-05
CREB Phosphorylation,0.22480337684598384,0.017298270172982702
Toll Like Receptor 3 (TLR3) Cascade,0.22545676654119196,9.999000099990002e-05
Pancreatic cancer,0.22596694424938502,9.999000099990002e-05
SARS-CoV Infections,0.2266806323163626,9.999000099990002e-05
Regulation of DNA Repair (GO:0006282),0.2280896255434337,9.999000099990002e-05
Oncogene Induced Senescence,0.2297905270949694,9.999000099990002e-05
Chronic myeloid leukemia,0.23014899428320335,9.999000099990002e-05
Toll Like Receptor 5 (TLR5) Cascade,0.23014991913220484,9.999000099990002e-05
MyD88 Cascade Initiated on Plasma Membrane,0.23014991913220484,9.999000099990002e-05
Toll Like Receptor 10 (TLR10) Cascade,0.23014991913220484,9.999000099990002e-05
Ub-specific Processing Proteases,0.23048074948665298,9.999000099990002e-05
Viral Infection Pathways,0.2311074362073271,9.999000099990002e-05
PI3K/AKT/mTOR  Signaling,0.2343030833051759,9.999000099990002e-05
Cellular Responses to Stimuli,0.23434627858839696,9.999000099990002e-05
Negative Regulation of TOR Signaling (GO:0032007),0.23544542557433346,9.999000099990002e-05
Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243),0.23549272583234937,9.999000099990002e-05
Switching of Origins to a Post-Replicative State,0.23684837455711727,9.999000099990002e-05
Peptidyl-Serine Phosphorylation (GO:0018105),0.23719894080718817,9.999000099990002e-05
Signaling by TGFB Family Members,0.2376191765199237,9.999000099990002e-05
Orc1 Removal From Chromatin,0.23778196769886517,9.999000099990002e-05
FLT3 Signaling in Disease,0.2412632604712499,9.999000099990002e-05
Cellular Responses to Stress,0.24169151763153818,9.999000099990002e-05
Negative Regulation of Protein Polymerization (GO:0032272),0.24240629552478588,9.999000099990002e-05
"Positive Regulation of DNA-templated Transcription, Elongation (GO:0032786)",0.24261485479591471,9.999000099990002e-05
Signaling by NOTCH,0.24523793213682243,9.999000099990002e-05
MITF-M-dependent Gene Expression,0.24618940785513554,9.999000099990002e-05
Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.2465368880266413,9.999000099990002e-05
APC C-mediated Degradation of Cell Cycle Proteins,0.24709887494303928,9.999000099990002e-05
Regulation of Mitotic Cell Cycle,0.24709887494303928,9.999000099990002e-05
Regulation of RNA Splicing (GO:0043484),0.24722165988650457,9.999000099990002e-05
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819),0.24755936829336567,0.00019998000199980003
Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation,0.2479784140006388,0.00019998000199980003
Chromatin Remodeling (GO:0006338),0.24839173336744935,9.999000099990002e-05
TGF-beta Signaling,0.250567692181888,9.999000099990002e-05
