GeneName	TPM	log2_TPM
ABCB7	157.1194527	7.304871056096085
ABCB8	360.0023098	8.495864257708071
ABCB9	91.31716417	6.528527002339584
ABCC1	2.595836707	1.846327507
ABCC10	99.98927401	6.658058263373611
ABCC11	442.9785178	8.794346062331343
ABCC12	37.40861447	5.263358016753917
ABCC13	27.36121287	4.825847325827313
ABCC2	7.334061655999999	3.0590197732437745
ABCC3	27.44265883	4.8299844297503745
ABCC4	18.65728176	4.296991931839923
ABCC5	280.0488975	8.134677345030779
ABCC5-AS1	12.59346714	3.764841570692687
ABCC6	0.16277924	0.21757721926273313
ABCC6P1	1.712729938	1.4397454293000667
ABCC8	21.19366642	4.472076117
ABCC9	70.25966617	6.155013819763903
ABCD1	12.78143844	3.784654571807424
ABCD2	0.128993421	0.1750370790973365
ABCD3	225.3294849	7.822280732293719
ABCD4	396.9170386	8.636323865603387
ABCE1	181.4758413	7.511561662531755
ABCF1	21.40394373	4.485680804800541
ABCF2	31.13984366	5.006291006
ABCF2-H2BE1	6.001034661	2.8075681491986777
ABCF3	284.7148151	8.158432035760105
ABCG1	308.544833	8.274004567429273
ABCG2	4.288799899	2.402940392247944
ABCG5	4.579843405	2.480224634240836
ABHD1	16.36442091	4.118062393895668
ABHD10	74.46036829	6.2376472362341655
ABHD11	173.8776044	7.4502017326216725
ABHD11-AS1	22.48875562	4.553898379612162
ABHD12	443.2348763	8.795178851112137
ABHD12B	25.75748231	4.741870470006176
ABHD13	19.42972496	4.352597876466333
ABHD14A	33.38163772	5.103566361881298
ABHD14A-ACY1	198.5873865	7.640876738
ABHD14B	235.5088152	7.885750146919072
ABHD15	14.94376829	3.9949207437132856
ABHD15-AS1	9.710394148	3.4209396678701913
ABHD16A	51.53575731	5.715227790559002
ABHD16B	8.048289738	3.1776451270380757
ABHD17A	137.6069463	7.114855749961778
ABHD17AP1	9.773013871	3.429350011294509
ABHD17AP3	0.296647879	0.3747867508374351
ABHD17B	22.54452295	4.557319586493093
ABHD17C	20.09814685	4.399044380930974
ABHD18	67.49749134	6.097979246583226
ABHD2	199.3643889	7.646482308
ABHD3	47.02940561	5.585846049467919
ABHD4	97.11388019	6.616385344166518
ABHD5	110.3233519	6.798612442590557
ABHD6	28.13819321	4.864839516779892
ABHD8	11.50129215	3.6440053159926578
ABI1	219.4934292	7.784591853389867
ABI1P1	3.448275862	2.1532462602733147
ABI2	493.2440912	8.949079907940538
ABI3	36.8472853	5.242117917525656
ABI3BP	121.0100561	6.930856250076509
ABITRAM	70.17488878	6.153296428458447
ABL1	22.65784798	4.5642469407634385
ABL2	103.4028036	6.706016644046698
ABLIM1	22.20009082	4.536058547944944
ABLIM2	10.319353188000001	3.500719616738656
ABLIM3	233.9568764	7.876252181162558
ABO	4.377542504	2.426947022729262
ABR	108.1108055	6.7696501720512705
ABRA	1.67255157	1.4182177866980348
ABRACL	5.743589093000001	2.753516631245632
ABRAXAS1	90.37383604	6.513709218403081
ABRAXAS2	7.030330856	3.0054594291469785
ABT1	16.89992078	4.161881297429741
ABT1P1	1.218026797	1.1492767954660232
ABTB1	147.3496149	7.2128573719799505
ABTB2	1.673853096	1.4189202045882563
ACAA1	113.368048	6.837540239749091
ACAA2	32.5897254	5.069948096347393
ACACA	47.44377241	5.598239309739736
ACACB	60.99598591	5.954102902469385
ACAD10	115.2818803	6.8614824952514635
ACAD11	81.22923768	6.361579549
ACAD8	98.75805858	6.640361483571071
ACAD9	348.3574796	8.448560217676492
ACADL	0.239529659	0.3097927921025661
ACADM	670.7571452	9.391795951
ACADS	4.362389525	2.422876020770429
ACADSB	136.297933	7.101166095758473
ACADVL	1333.334144	10.381904276099208
ACAN	9.241812532	3.356399151975972
ACAP1	7.944378325	3.1609812118906317
ACAP2	186.1181413	7.547805626131571
ACAP2-IT1	21.29767211	4.478821194689268
ACAP3	168.7480506	7.407251196409729
ACAT1	182.0644777	7.516208063677437
ACAT2	13.46233278	3.8542283729279876
ACBD3	27.825465219999998	4.849271986898696
ACBD3-AS1	17.96576602	4.2453257375944915
ACBD4	189.6151223	7.574518769
ACBD5	178.1143144	7.484736828591196
ACBD6	153.086244	7.2675942613328885
ACBD7	1.027043367	1.0193769544617262
ACCS	63.11717676	6.0026389963446665
ACD	181.6052339	7.512584306995214
ACE	314.1407299	8.299852415380016
ACE2	0.855247526	0.8916116831853218
ACER2	3.08067223	2.028806834304861
ACER3	238.104986	7.901500404143112
ACHE	27.34254843	4.824897579396872
ACIN1	1328.435613	10.376598190797575
ACKR1	10.646926780000001	3.541877422800868
ACKR2	39.129257740999996	5.326582566149005
ACKR3	12.52606096	3.7576698557933246
ACKR4	19.377463820000003	4.348902599678875
ACLY	211.7829322	7.733238623085201
ACMSD	10.864758589000001	3.568610841353001
ACO1	29.79776186	4.9447536056590105
ACO2	467.8071463	8.872850751391326
ACOT1	5.087702094	2.605897761
ACOT11	7.682863158	3.118170847132156
ACOT12	0.437782241	0.5238451892551576
ACOT13	32.29566005	5.057262235218605
ACOT2	31.40726901	5.0182455433547855
ACOT4	6.420133539	2.891445151040075
ACOT6	7.873854134	3.149560838724465
ACOT7	29.228848970999998	4.917854141155497
ACOT8	143.1133725	7.171060401435716
ACOT9	22.44464172	4.551186326665241
ACOX1	280.2893334	8.135911035891745
ACOX2	230.73616006999998	7.856339369425522
ACOX3	95.34692109	6.590166658651695
ACOXL	0.9630771890000001	0.9731169012799467
ACOXL-AS1	10.84524802	3.566236501
ACP1	221.8354363	7.799834865
ACP2	322.4886232	8.337571164771298
ACP3	3.029459441	2.010586311682231
ACP4	4.370447451	2.4250422946251895
ACP5	28.46617549	4.880987915
ACP6	94.46586061	6.576913000407206
ACR	2.993434075	1.9976298973687816
ACRBP	21.58444948	4.497257841799976
ACRP1	1.748251748	1.4585141653480618
ACRV1	4.17694234	2.372100249769381
ACSBG1	5.420487641	2.682682875312597
ACSBG2	14.00621318	3.907488053382086
ACSF2	53.95213218	5.780103554615217
ACSF3	251.3444015	7.979250269327705
ACSL1	193.0858003	7.600550761197893
ACSL3	1499.475908	10.55120444
ACSL3-AS1	40.46535154	5.3738344183289675
ACSL4	62.94251087	5.9987034912912485
ACSL5	20.76820073	4.444150259900359
ACSL6	1.0941348	1.066354311911589
ACSM1	2.198166783	1.677245176695937
ACSM2B	0.515350917	0.5996519241219251
ACSM3	58.887959116000005	5.904194063346675
ACSM5	2.190033443	1.6735715486915068
ACSM6	8.912119506	3.3091935815134432
ACSS1	49.6932587	5.663722002
ACSS2	168.0269706	7.401109656598037
ACSS3	37.69508949	5.274078590989303
ACTA1	1.936386991	1.5540421157304043
ACTA2	101.9380127	6.685632026015094
ACTA2-AS1	144.9891348	7.189717190606854
ACTB	32660.76699	14.995315221839784
ACTBP14	1.836547291	1.5041359168635595
ACTBP4	15.88785047	4.077913804694987
ACTBP7	4.448398577	2.4458322474079597
ACTBP8	0.902527076	0.9279169857303796
ACTC1	0.706883165	0.7713643102439249
ACTE1P	0.164733874	0.2200003561503561
ACTG1	10230.93706	13.320791674582221
ACTG1P1	7.08591674	3.0154113483774125
ACTG1P10	8.31792976	3.2200094552283396
ACTG1P14	11.58645276	3.6537998404833165
ACTG1P15	0.940733772	0.9566022241008278
ACTG1P17	12.22813489	3.725537757278892
ACTG1P18	3.499562555	2.1697847502403675
ACTG1P20	21.36752137	4.483333489624501
ACTG1P22	12.7388535	3.7801897119344052
ACTG1P24	1.140250855	1.097779902259319
ACTG1P25	2.38094828	1.7574279467967349
ACTG1P3	20.64631957	4.436049845498501
ACTG1P4	3.565062389	2.1906345771176787
ACTG2	4.979292021	2.579974672005429
ACTL10	24.63676563	4.680142355912083
ACTL6A	176.4431805	7.471213319
ACTL6B	58.68105135	5.899201045403915
ACTN1	667.1504309	9.384029145076013
ACTN1-DT	0.514006682	0.5983715726069935
ACTN2	4.521001752	2.464930058945703
ACTN3	0.370603503	0.4548112793687225
ACTN4	154.1488547	7.277509236
ACTR10	164.9978312	7.375020581917695
ACTR1A	100.9178345	6.671262719628301
ACTR1AP1	2.664298401	1.8735369936405164
ACTR1B	33.90292773	5.125276152569009
ACTR2	68.11750101	6.110979152
ACTR3	206.69454910000002	7.698319543224537
ACTR3-AS1	10.33954107	3.503290348219511
ACTR3B	23.218034287000002	4.598009864977986
ACTR3BP4	2.915451895	1.9691788232385166
ACTR3C	72.54905236	6.2006348480587405
ACTR5	5.901666597	2.7869447823111737
ACTR6	53.80141771	5.776141311085171
ACTR8	48.98540916	5.643435125655878
ACTRT3	1.514577811	1.3303161968078137
ACVR1	372.9250509	8.546605316911593
ACVR1B	69.46244849	6.138782702563282
ACVR1C	3.101658165	2.036207261635164
ACVR2A	103.406301	6.706064971504705
ACVR2B	14.6230758	3.965606608
ACVR2B-AS1	4.217185029	2.3832715998765064
ACVRL1	40.37501017	5.370687761527093
ACY1	130.8379379	7.042621772328218
ACY3	0.327101334	0.40827853534837205
ACYP1	251.03274967000002	7.977467402534154
ACYP2	75.84776001	6.263931303187572
ADA	7.340165143	3.0600759506517528
ADA2	50.18075986	5.6775296615041375
ADAD1	1.18667302	1.1287375058489606
ADAD1P2	6.191950464	2.8463830840353883
ADAL	27.91090491	4.853541860548057
ADAM10	148.6468778	7.225418369
ADAM11	0.6444284330000001	0.7175862221576808
ADAM12	7.9665218939999995	3.1645484735100697
ADAM15	848.643234	9.730713369153737
ADAM17	153.5988006	7.272385316704054
ADAM19	11.11509549	3.5987338711410795
ADAM1A	27.24283701	4.819813110361962
ADAM1B	22	4.523561956057013
ADAM20	15.177266882000001	4.015895982701493
ADAM20P1	23.12449406	4.592426781079324
ADAM21	9.407729516	3.379583468685595
ADAM21P1	5.6932346460000005	2.7427035920242124
ADAM22	10.99678068	3.5845754071376783
ADAM23	0.692435502	0.7591008543510603
ADAM24P	0.475963827	0.5616573641847555
ADAM28	96.14455077	6.602061166379018
ADAM29	0.23858343999999998	0.3086910623019469
ADAM32	1.075152587	1.0532174224425177
ADAM33	2.292372726	1.7191276709699714
ADAM7	0.18202609	0.24126187942256422
ADAM8	48.84244961	5.6393030690996655
ADAM9	67.42507889	6.096453287882406
ADAMDEC1	11.66284367	3.6625295187809708
ADAMTS1	80.77425652	6.353574832
ADAMTS10	40.35278793	5.369912691307599
ADAMTS12	10.99058444	3.5838300744650247
ADAMTS13	1.813859591	1.4925503412177028
ADAMTS14	4.343600910999999	2.4178122635714687
ADAMTS15	41.56994393	5.4117632847964074
ADAMTS16	0.99959849	0.9997103426810158
ADAMTS17	2.116624789	1.639984479110799
ADAMTS18	3.811408222	2.2664592094949825
ADAMTS19	1.156909095	1.1089653740151326
ADAMTS19-AS1	0.137760022	0.18619629439313365
ADAMTS2	6.501318903	2.907144276612798
ADAMTS20	0.184708616	0.24453226592147176
ADAMTS3	2.518619528	1.815009522401483
ADAMTS4	13.34829941	3.8428078511349923
ADAMTS5	13.360341162000001	3.8440181189006197
ADAMTS6	14.51141359	3.9552582629237234
ADAMTS7	7.224042181	3.039847664113924
ADAMTS7P3	1.292900799	1.1971739389193001
ADAMTS7P4	1.326658323	1.2182593620512616
ADAMTS8	0.181318655	0.2403981772488603
ADAMTS9	53.03636119	5.755858621726159
ADAMTS9-AS1	104.558689	6.721901528
ADAMTS9-AS2	17.82251554	4.234387545500706
ADAMTSL1	19.10764699	4.329672361505992
ADAMTSL2	6.170943199	2.8421628900604943
ADAMTSL3	12.43145969	3.7475441960767277
ADAMTSL4	116.225064	6.873137256485046
ADAMTSL4-AS1	32.9153605	5.083866922764984
ADAMTSL4-AS2	11.13172542	3.6007128454985824
ADAMTSL5	1.172151677	1.1191248471641577
ADAP1	122.5421893	6.948859992269552
ADAP2	64.62565103	6.036187924764752
ADAR	1214.617689	10.24747385762955
ADARB1	99.25927151	6.6475918463065025
ADARB2	1.2830823359999999	1.190982889171438
ADAT1	130.9999481	7.044393552488486
ADAT2	6.089439903000001	2.8256716526998833
ADAT3	11.926185063999998	3.692224646807232
ADCK1	22.84950555	4.575887451411034
ADCK2	34.022149135999996	5.130195712431386
ADCK5	0.922864203	0.9432568799028561
ADCY1	1.0907117290000001	1.0639941543175264
ADCY10	4.224710684	2.3853511508174896
ADCY10P1	27.34276822	4.824908766870042
ADCY2	1.686661096	1.4258143466742057
ADCY3	95.16677509	6.587466634478306
ADCY4	43.08930787	5.462356924132453
ADCY5	3.118985148	2.0422889242286564
ADCY6	173.2704811	7.445184408142576
ADCY6-DT	1.7616090720000002	1.465509108950158
ADCY7	64.46687882	6.032693293919361
ADCY8	18.1527957	4.259483090149031
ADCY9	102.1239811	6.688236054284446
ADCYAP1R1	2.137233935	1.6494931110370994
ADD1	855.3779413	9.742103824823946
ADD2	1.293004936	1.197239460516202
ADD3	88.96005506	6.491212639
ADD3-AS1	1.279575358	1.1887651024757055
ADGB	0.6463026780000001	0.7192296042318055
ADGRA2	12.22258237	3.724932057664084
ADGRA3	78.3534027	6.310220182548303
ADGRB1	0.496670067	0.5817562219547079
ADGRB2	341.04087833799997	8.418024946029854
ADGRB3	6.967626458	2.9941500118859867
ADGRD1	7.088521501	3.015876016856638
ADGRD1-AS1	0.523158523	0.6070660983876076
ADGRD2	0.100217748	0.13778908090542516
ADGRE1	3.636115298	2.212916446
ADGRE2	35.74684771	5.199548590133696
ADGRE3	1.101085831	1.0711350984358925
ADGRE4P	5.302611377	2.6559497079867582
ADGRE5	58.85968722	5.903512835393132
ADGRF1	1.263247787	1.1783945437326644
ADGRF3	9.322178403	3.3676755656054107
ADGRF4	0.22587403	0.29381073626235565
ADGRF5	29.83098628	4.946309136592506
ADGRF5-AS1	3.744650499	2.2463018191894597
ADGRF5P1	0.279642058	0.3557403154084294
ADGRF5P2	0.189358076	0.25018312778077995
ADGRG1	1850.136366	10.854195461192539
ADGRG2	27.409962653999997	4.828325029937364
ADGRG3	2.268220269	1.708505220412893
ADGRG5	13.04828044	3.812321645494682
ADGRG6	11.07195299	3.593587187206592
ADGRG7	0.10542225899999999	0.1445975683482621
ADGRL1	32.80919587	5.079343797738793
ADGRL1-AS1	5.837107777	2.7733861674799734
ADGRL2	462.204467	8.855505356149672
ADGRL3	4.36548628	2.4237089299663683
ADGRL3-AS1	0.192404729	0.25387400208824695
ADGRL4	73.35973813	6.216449784427961
ADGRV1	428.7449574	8.747336901
ADH1A	2.017811226	1.5935025633757112
ADH1B	1.514021646	1.3299970715732232
ADH1C	0.455052331	0.5410710406363293
ADH4	8.420807421	3.235850712954116
ADH5	83.81937132	6.406321884540725
ADH6	5.777829278	2.760823298243465
ADH7	0.353001623	0.43616357
ADHFE1	65.39394793	6.052979835071076
ADI1	10.560587628999999	3.531142827319172
ADIG	1.904766681	1.5384222869748854
ADIPOR1	286.7703932	8.168774360099215
ADIPOR2	37.05036617	5.249838432090977
ADIRF	13.92435723	3.899596892973066
ADIRF-AS1	65.37336121	6.052532430414047
ADK	203.5451688	7.676275651749495
ADM	16.8805333	4.160317861728467
ADM-DT	4.770992366	2.5288194225805727
ADM2	11.8609531	3.684925656365149
ADM5	2.036659878	1.6024853280635742
ADNP	717.0667995	9.487974249436226
ADNP-AS1	52.14373853	5.731827816
ADNP2	79.82026595	6.3366451937994155
ADO	32.9787234	5.086559745552919
ADORA1	3.291329361	2.1014246326748007
ADORA2A	16.47126941	4.126912529089776
ADORA2A-AS1	1.600489219	1.378783057
ADORA2B	3.6138528709999997	2.2059719993258367
ADORA3	42.98099758	5.458808422627903
ADPGK	311.3756559	8.287138215565298
ADPGK-AS1	4.685974618	2.507407658887537
ADPRH	12.69050674	3.7751039418149293
ADPRHL1	8.202515739999999	3.202028312199722
ADPRM	16.67401112	4.1435575920802075
ADPRS	3.769093434	2.2537150476616064
ADRA1A	2.073943171	1.6200904936967604
ADRA1B	1.325819691	1.2177392563196516
ADRA2A	2.320185615	1.731263897703101
ADRA2B	2.705627706	1.889717945130033
ADRB2	7.451564829	3.0792184848300517
ADRB3	0.27700831	0.3527679132605129
ADRM1	53.20899981	5.760460483
ADSL	233.5265572	7.873607488791496
ADSS1	28.923559421999997	4.9032098895995695
ADSS2	39.46107363	5.338462696898134
ADTRP	1.482590236	1.3118461570945419
AEBP1	249.1649609	7.966735924
AEBP2	43.45118926	5.474150112707532
AEN	23.88496918	4.637202695243532
AFAP1	80.35519891	6.346162637455493
AFAP1-AS1	36.66203927	5.235039213933072
AFAP1L1	28.820635889000002	4.898239116563903
AFAP1L2	47.32305777	5.594639842864199
AFDN	425.8817229	8.737692584177209
AFDN-DT	39.46610739	5.338642171346831
AFF1	188.77453615000002	7.568142615038627
AFF2	1.19528975	1.1344113695101525
AFF3	2558.624411	11.32171641527274
AFF4	247.5110807	7.957166370161211
AFF4-DT	2.53164557	1.820340563807213
AFG1L	16.019246421000002	4.089095253606005
AFG3L1P	232.82881497099999	7.869308915427987
AFG3L2	95.95389438	6.5992269435751645
AFMID	291.1232494	8.190433373
AFTPH	115.3294767	6.862072897
AGA	19.04702267	4.325316082569665
AGA-DT	3.406537434	2.139645461
AGAP1	113.7403092	6.842228500780485
AGAP1-IT1	19.896517334000002	4.385190614053059
AGAP10P	0.549425393	0.6317332888123083
AGAP11	2.902055623	1.9642343434144698
AGAP14P	0.511842166	0.5963075322740878
AGAP2	23.69655579	4.626237950762055
AGAP2-AS1	25.88686481	4.748829631921565
AGAP3	579.9905697	9.182370936635113
AGAP4	33.38171198	5.103569478252905
AGAP5	27.546379018000003	4.8352358525917865
AGAP6	123.0787663	6.955112436396985
AGAP7P	0.828043058	0.870300052
AGAP9	5.462474179	2.6920866111098825
AGBL1	0.119634825	0.16302826615121838
AGBL2	0.631387446	0.706099455
AGBL3	30.159090978000002	4.961581240332484
AGBL4	9.444983658	3.384738330084073
AGBL4-AS1	0.842105263	0.8813555033777215
AGBL4-IT1	3.504111968	2.1712426919098187
AGBL5	100.0123257	6.6583875329560405
AGBL5-IT1	8.997429306	3.3215571744606294
AGER	6.265368349	2.861035943323251
AGFG1	159.5214144	7.326621963328696
AGFG2	54.22750395	5.7873150200974255
AGGF1	24.20608072	4.655699906527807
AGGF1P1	0.482392668	0.5679276508422262
AGGF1P2	0.474833808	0.5605523931980851
AGK	146.2286611	7.201914738576138
AGK-DT	25.62951201	4.734954085901839
AGL	72.92515167	6.207993393111275
AGMAT	1.79734891	1.484060210672523
AGMO	2.11429159	1.6389040297581552
AGO1	63.573426049999995	6.012868668576616
AGO2	139.3220889	7.132598319779205
AGO3	139.8479301	7.137994551911561
AGO4	80.24929952	6.344283469966543
AGPAT1	40.50073609	5.375065020219313
AGPAT2	36.14177161	5.214970726160526
AGPAT3	271.4273918	8.089727959049819
AGPAT4	10.06676825	3.468162078
AGPAT5	4.61358275	2.4889218342678117
AGPS	301.8277364	8.242353539449859
AGR2	73.20866889	6.213515823932971
AGR3	171.0207756	7.4264390051317575
AGRN	191.8502941	7.591337536221834
AGRP	17.40020471	4.201649911846768
AGT	21.41120241	4.48614815
AGTPBP1	41.225561576000004	5.4000447050667235
AGTR1	79.73014538	6.335035584686526
AGTRAP	286.9971744	8.169910846766221
AGXT2	0.230112584	0.29879036186162633
AHCTF1	105.7590757	6.73821491
AHCTF1P1	0.293212139	0.3709589547919987
AHCY	22.43157858	4.5503822460840855
AHCYL1	412.587256	8.692047921876169
AHCYL2	91.95161408	6.538408012
AHCYP2	0.769230769	0.8231222377277431
AHDC1	293.4023189	8.201645224945585
AHI1	465.9095043	8.866999145780506
AHNAK	951.3252128790001	9.895310518441525
AHNAK2	18.36855682	4.275644555701643
AHR	95.47131545	6.592028133584497
AHRR	4.939649083	2.5703776985057414
AHSA1	103.2202425	6.703491706915851
AHSA2P	719.6781278	9.493211251
AHSG	0.44638654	0.5324531572811112
AIDA	51.78523413	5.7220625089233685
AIDAP1	3.271537623	2.094755489462872
AIDAP2	68.19380643	6.112571002220173
AIF1	53.17841967	5.759646406998099
AIF1L	3.501019308	2.170251753458435
AIFM1	188.0520903	7.562639990708746
AIFM2	9.568760686000001	3.4017343082222227
AIFM3	20.03846395	4.3949574700892775
AIG1	86.24583667	6.4470143831116955
AIG1P1	27.02702703	4.808746813
AIM2	2.153460787	1.6569359935380954
AIMP1	273.6070585	8.101224899
AIMP1P1	4.268943436	2.3975136919451505
AIMP2	50.09077519	5.674990921
AIP	67.21466636	6.092010051314018
AIRE	0.156348062	0.2095757159530368
AIRN	0.45724737	0.5432457979104068
AJAP1	1.292720128	1.1970602561007608
AJM1	13.44086022	3.852084778813558
AJUBA	15.55403019	4.049110588058114
AJUBA-DT	7.235607494	3.0418750732978106
AK1	26.70358388	4.792000717888751
AK2	274.7019482	8.106965651765465
AK2P2	2.469135802	1.7945763171412037
AK3	103.0116819	6.700601761425529
AK3P3	7.530120482	3.092566118748299
AK3P5	38.53564547	5.305082073572248
AK4	17.71404658	4.226049644285454
AK4P1	4.464285714	2.4500329205596127
AK4P3	0.29812926399999995	0.3764340499367894
AK4P4	7.73993808	3.127623059
AK5	11.508799892999999	3.6448714773990596
AK6	4.6864308569999995	2.507523415179301
AK7	2.454545117	1.7884957538397896
AK8	8.56521281	3.2577970664821336
AK9	31.73101765	5.032586553412881
AKAP1	257.9006637	8.016254853261179
AKAP1-DT	6.119284121	2.8317321784096863
AKAP10	173.8064492	7.449614601485224
AKAP11	27.72451575	4.8442106664023585
AKAP12	9.870014366	3.442281941944697
AKAP13	372.2830028	8.544126007671988
AKAP14	1.678108201	1.4212142496438056
AKAP17A	0.298732669	0.37710449714520833
AKAP3	5.778627959	2.760993291494525
AKAP5	58.92945544	5.905193359541895
AKAP6	15.09057591	4.008144058644004
AKAP7	19.55699298	4.361557341557702
AKAP8	132.0408381	7.055725351855408
AKAP8L	826.5639936	9.692727066314498
AKAP9	431.7669368	8.757446471895175
AKIP1	62.00720503	5.977444908754325
AKIRIN1	119.7493921	6.915872116117414
AKIRIN1P1	1.838235294	1.5049941959579403
AKIRIN2	18.28535498	4.269433796222819
AKNA	69.16177548	6.132613351275784
AKNAD1	33.7040588	5.117032497366856
AKR1A1	114.4810889	6.851512806
AKR1B1	31.68578398	5.030591395803519
AKR1C1	8.060774449	3.179634366604987
AKR1C2	4.941276694	2.5707729785330655
AKR1C3	10.36531267	3.506565469303643
AKR1C4	0.965789132	0.9751085736958524
AKR1C6P	1.793275218	1.4819577276036904
AKR1C7P	0.917613579	0.93931203
AKR1C8P	0.989549475	0.9924417756085064
AKR1E2	25.03306687	4.702273375910738
AKR7A2	122.4847578	6.948189164926381
AKR7A3	46.6279445	5.573736381912908
AKR7L	90.14104515	6.510029009491487
AKT1	810.8306468010001	9.665034992921033
AKT1S1	169.6789642	7.415141450232363
AKT2	1133.391438	10.147702833192522
AKT3	7.215773427	3.038396395841756
AKTIP	231.9296742	7.8637506338486975
ALAD	175.0170903	7.459571703590336
ALAS1	58.16848535	5.8867570588990095
ALAS2	16.19239595	4.103698708844851
ALB	1.748562142	1.4586770975098409
ALCAM	558.3429688	9.127589352402822
ALDH16A1	24.11015161	4.650198834222973
ALDH18A1	58.34299082	5.891005733696839
ALDH1A1	1.164598234	1.1140992745575595
ALDH1A2	15.60294259	4.053367052
ALDH1A3	11.99885103	3.700312204232938
ALDH1A3-AS1	21.46956917	4.489900557597415
ALDH1B1	5.741173038	2.7529996580027296
ALDH1L1	0.445795514	0.5318635192326168
ALDH1L2	21.11812362	4.467157095140299
ALDH2	8.105811032	3.186787520193344
ALDH3A2	339.89494962599997	8.413183415819036
ALDH3B1	40.89032273	5.388545093896693
ALDH3B2	386.9715984	8.599807232933236
ALDH4A1	9.185269401	3.3484122350680976
ALDH5A1	51.690074100000004	5.719459303515575
ALDH6A1	93.09656987700001	6.5560702279194185
ALDH7A1	157.0768951	7.304482705204998
ALDH7A1P1	1.304631442	1.204536052471167
ALDH7A1P2	4.830917874	2.543723003157684
ALDH8A1	3.284519789	2.0991335154576363
ALDH9A1	30.30575294	4.9683558951661295
ALDOA	5991.444218	12.548928858830916
ALDOB	1.3362301060000001	1.2241823788565358
ALDOC	49.133185088000005	5.64769399
ALG1	149.5687576	7.234278637932812
ALG10	54.206352351999996	5.786762376011249
ALG10B	48.64061651	5.633449127854137
ALG11	441.9942173	8.791144056148882
ALG12	49.33965058	5.653623297316911
ALG13	1579.731152	10.626376301862221
ALG13-AS1	90.9499214	6.522776436290441
ALG14	16.13887666	4.099200648150922
ALG14-AS1	5.714285714	2.747233929558642
ALG1L	16.50592059	4.129771026242369
ALG1L10P	0.992309601	0.9944418568038486
ALG1L11P	1.242853592	1.1653354478921176
ALG1L13P	2.089150954	1.6272103712135593
ALG1L2	6.007932007	2.808988777558981
ALG1L7P	0.848296338	0.8861960831005882
ALG1L8P	1.840577658	1.5061843450778238
ALG1L9P	32.1158232	5.049448817
ALG2	113.6925702	6.8416281265555705
ALG3	397.4966785	8.638423889104345
ALG3P1	7.181328546	3.0323351379218315
ALG5	408.288208	8.676973291648487
ALG6	53.18220192	5.759747119422143
ALG8	402.2383603	8.65548908
ALG9	51.77406092	5.721757096898067
ALG9-IT1	3.166930578	2.058985064617034
ALK	0.316405151	0.3966035767493274
ALKAL2	27.30144288	4.822803701850634
ALKBH1	53.57237102	5.770098821106359
ALKBH2	26.44643979	4.778547117326432
ALKBH3	135.1576428	7.0891341552808385
ALKBH3-AS1	35.214497277999996	5.178495443139855
ALKBH4	6.228665481	2.8537293288289263
